Rk,Player,From,To,No of Season,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
513,Durham Smythe,2018,2019,2,MIA,NFL,19,5,13,7,74,10.57,0,3.9,53.80%,5.69
514,Danta Whitaker,1990,1993,4,TOT,NFL,27,9,10,9,74,8.22,1,2.7,,
515,Antony Auclair,2017,2019,3,TAM,NFL,28,16,11,9,73,8.11,0,2.6,81.80%,6.64
516,Lorenzo Diamond,2004,2005,2,TOT,NFL,21,11,17,11,73,6.64,0,3.5,64.70%,4.29
517,Clint Didier,1989,1989,1,GNB,NFL,16,4,,7,71,10.14,1,4.4,,
518,Sheldon Jackson,1999,2001,3,BUF,NFL,45,13,21,10,71,7.1,2,1.6,47.60%,3.38
519,Josh Wilcox,1998,1999,2,NOR,NFL,11,5,8,7,71,10.14,0,6.5,87.50%,8.88
520,David Frisch,1993,1997,5,TOT,NFL,41,3,13,9,70,7.78,1,1.7,69.20%,5.38
521,D.J. Williams,2011,2014,4,TOT,NFL,35,3,22,9,70,7.78,0,2,40.90%,3.18
522,Michael Egnew,2012,2013,2,MIA,NFL,18,5,11,7,69,9.86,0,3.8,63.60%,6.27
523,Tracy Greene,1994,1995,2,TOT,NFL,23,2,14,6,69,11.5,1,3,42.90%,4.93
524,Dan Gronkowski,2009,2011,3,TOT,NFL,21,5,16,9,69,7.67,0,3.3,56.30%,4.31
525,Cory Geason,2000,2002,3,TOT,NFL,26,3,4,3,66,22,0,2.5,75.00%,16.5
526,Mike Bartrum,1993,2006,14,TOT,NFL,171,0,18,11,65,5.91,6,0.4,61.10%,3.61
527,Pete Chryplewicz,1997,1999,3,DET,NFL,37,3,12,9,65,7.22,3,1.8,75.00%,5.42
528,Keith Heinrich,2002,2007,6,TOT,NFL,22,3,10,9,65,7.22,2,3,90.00%,6.5
529,Irv Smith Jr.,2019,2019,1,MIN,NFL,4,1,6,5,64,12.8,0,16,83.30%,10.67
530,Danny Noble,2012,2013,2,TOT,NFL,12,1,3,2,63,31.5,1,5.3,66.70%,21
531,Ryan Collins,1999,1999,1,RAV,NFL,4,3,9,4,62,15.5,0,15.5,44.40%,6.89
532,Brett Carolan,1994,1996,3,TOT,NFL,24,2,11,7,61,8.71,1,2.5,63.60%,5.55
533,David Grinnage,2018,2018,1,JAX,NFL,4,2,8,6,61,10.17,0,15.3,75.00%,7.63
534,Chris Verhulst,1989,1990,2,TOT,NFL,27,3,,7,61,8.71,0,2.3,,
535,John Jones,2000,2003,4,RAV,NFL,49,6,14,8,60,7.5,1,1.2,57.10%,4.29
536,Colin Cloherty,2009,2012,4,TOT,NFL,8,1,9,5,59,11.8,0,7.4,55.60%,6.56
537,Jerome Cunningham,2014,2018,5,TOT,NFL,12,3,17,8,59,7.38,0,4.9,47.10%,3.47
538,Trey Junkin,1989,2002,14,TOT,NFL,204,2,5,7,58,8.29,4,0.3,,
539,Allen Reisner,2011,2014,4,TOT,NFL,17,5,12,7,58,8.29,0,3.4,58.30%,4.83
540,Casey Crawford,2000,2002,3,TOT,NFL,15,1,11,5,57,11.4,1,3.8,45.50%,5.18
541,Gabe Reid,2003,2006,4,CHI,NFL,30,4,16,7,57,8.14,0,1.9,43.80%,3.56
542,Doug Wellsandt,1990,1990,1,NYJ,NFL,16,2,,5,57,11.4,0,3.6,,
543,Kirk Botkin,1994,1997,4,TOT,NFL,48,1,11,6,55,9.17,0,1.1,54.50%,5
544,Ed Thomas,1990,1991,2,TAM,NFL,13,0,,4,55,13.75,0,4.2,,
545,Kelly Blackwell,1992,1993,2,TOT,NFL,18,2,12,5,54,10.8,0,3,41.70%,4.5
546,Michael Matthews,2007,2009,3,TOT,NFL,39,11,17,8,54,6.75,0,1.4,47.10%,3.18
547,Steve Maneri,2011,2014,4,TOT,NFL,24,10,17,6,52,8.67,0,2.2,35.30%,3.06
548,Foster Moreau,2019,2019,1,RAI,NFL,4,2,7,6,51,8.5,1,12.8,85.70%,7.29
549,Tony Curtis,2006,2008,3,DAL,NFL,36,6,15,11,50,4.55,3,1.4,73.30%,3.33
550,Martrez Milner,2007,2007,1,ATL,NFL,8,2,9,9,50,5.56,0,6.3,100.00%,5.56
551,Adrien Robinson,2012,2014,3,NYG,NFL,19,1,7,5,50,10,1,2.6,71.40%,7.14
552,Eric Saubert,2017,2018,2,ATL,NFL,30,1,9,5,48,9.6,0,1.6,55.60%,5.33
553,Darryl Ingram,1989,1993,5,TOT,NFL,36,2,3,5,47,9.4,1,1.3,,
554,Jake Stoneburner,2013,2015,3,TOT,NFL,20,1,5,5,47,9.4,2,2.4,100.00%,9.4
555,Troy Bienemann,2007,2007,1,CRD,NFL,16,4,11,7,46,6.57,1,2.9,63.60%,4.18
556,Brad Cieslak,2005,2008,4,TOT,NFL,12,2,9,6,46,7.67,0,3.8,66.70%,5.11
557,Rico Gathers,2018,2018,1,DAL,NFL,15,4,7,3,45,15,0,3,42.90%,6.43
558,Ryan Taylor,2011,2014,4,TOT,NFL,59,2,11,8,45,5.63,1,0.8,72.70%,4.09
559,Ken Whisenhunt,1990,1992,3,TOT,NFL,19,7,3,6,45,7.5,0,2.4,,
560,Colin Cochart,2011,2011,1,CIN,NFL,10,3,9,5,44,8.8,1,4.4,55.60%,4.89
561,Ryan Izzo,2019,2019,1,NWE,NFL,4,3,3,2,44,22,0,11,66.70%,14.67
562,Vince Marrow,1994,1994,1,BUF,NFL,10,0,7,5,44,8.8,0,4.4,71.40%,6.29
563,Mickey Shuler,2010,2015,6,TOT,NFL,10,3,8,2,44,22,0,4.4,25.00%,5.5
564,Nate Lawrie,2004,2008,5,TOT,NFL,26,5,7,4,43,10.75,0,1.7,57.10%,6.14
565,Deon Yelder,2018,2019,2,KAN,NFL,5,0,2,2,43,21.5,0,8.6,100.00%,21.5
566,Brian Natkin,2001,2001,1,OTI,NFL,3,1,3,2,42,21,0,14,66.70%,14
567,Ben Steele,2004,2005,2,GNB,NFL,17,0,11,4,42,10.5,0,2.5,36.40%,3.82
568,Mike Caussin,2011,2012,2,BUF,NFL,6,2,6,5,41,8.2,0,6.8,83.30%,6.83
569,Kyle Adams,2011,2013,3,TOT,NFL,29,3,8,4,40,10,0,1.4,50.00%,5
570,Rob Coons,1995,1997,3,BUF,NFL,32,0,8,4,40,10,0,1.3,50.00%,5
571,Zack Pianalto,2011,2011,1,TAM,NFL,13,0,5,4,40,10,0,3.1,80.00%,8
572,Randall Telfer,2016,2017,2,CLE,NFL,30,19,11,5,40,8,0,1.3,45.50%,3.64
573,Matt Lengel,2016,2018,3,TOT,NFL,18,2,11,5,39,7.8,2,2.2,45.50%,3.55
574,Brian Leonhardt,2014,2015,2,TOT,NFL,16,3,9,7,39,5.57,1,2.4,77.80%,4.33
575,Brian Parker,2015,2018,4,TOT,NFL,22,1,12,6,39,6.5,0,1.8,50.00%,3.25
576,Ryan Purvis,2010,2010,1,TAM,NFL,10,2,6,5,38,7.6,0,3.8,83.30%,6.33
577,Tommy Sweeney,2019,2019,1,BUF,NFL,4,1,6,3,38,12.67,0,9.5,50.00%,6.33
578,Bill Baber,2001,2004,4,TOT,NFL,30,2,5,4,37,9.25,1,1.2,80.00%,7.4
579,Jordan Franks,2018,2018,1,CIN,NFL,6,0,3,2,37,18.5,0,6.2,66.70%,12.33
580,Sean Culkin,2017,2019,3,SDG,NFL,18,12,3,2,36,18,0,2,66.70%,12
581,Johnny Huggins,2001,2001,1,DAL,NFL,10,2,12,8,36,4.5,0,3.6,66.70%,3
582,Mike McNeill,2011,2013,3,TOT,NFL,32,1,8,5,36,7.2,0,1.1,62.50%,4.5
583,Chris Luzar,2002,2003,2,JAX,NFL,23,1,6,4,35,8.75,0,1.5,66.70%,5.83
584,Matt Murphy,2002,2007,6,TOT,NFL,28,3,9,3,34,11.33,0,1.2,33.30%,3.78
585,Andy Haase,1998,1998,1,NYG,NFL,7,1,2,2,33,16.5,0,4.7,100.00%,16.5
586,Edgar Jones,2007,2013,7,TOT,NFL,64,0,3,2,33,16.5,0,0.5,66.70%,11
587,Emanuel Byrd,2017,2017,1,GNB,NFL,1,0,2,2,31,15.5,0,31,100.00%,15.5
588,Brian Saxton,1996,1997,2,TOT,NFL,19,2,11,4,31,7.75,0,1.6,36.40%,2.82
589,Jeff Wilner,1994,1995,2,GNB,NFL,13,1,6,5,31,6.2,0,2.4,83.30%,5.17
590,David Jones,1992,1992,1,RAI,NFL,16,0,3,2,29,14.5,0,1.8,66.70%,9.67
591,Scott Dragos,2000,2001,2,CHI,NFL,15,2,6,4,28,7,0,1.9,66.70%,4.67
592,Mike Hinnant,1989,1992,4,TOT,NFL,20,1,4,3,28,9.33,0,1.4,,
593,Darrell Daniels,2017,2019,3,TOT,NFL,24,6,15,3,26,8.67,0,1.1,20.00%,1.73
594,Matt Dominguez,2001,2001,1,DEN,NFL,12,0,5,3,26,8.67,0,2.2,60.00%,5.2
595,Mike Jones,1990,1992,3,TOT,NFL,31,1,3,5,26,5.2,2,0.8,,
596,Jake Nordin,2007,2009,3,TOT,NFL,5,1,3,2,26,13,0,5.2,66.70%,8.67
597,Jason Rader,2006,2008,3,TOT,NFL,11,2,1,1,26,26,0,2.4,100.00%,26
598,Nate Turner,1993,1995,3,TOT,NFL,28,0,2,1,26,26,1,0.9,50.00%,13
599,Kevin Ware,2003,2004,2,TOT,NFL,16,2,8,4,26,6.5,0,1.6,50.00%,3.25
600,Michael Williams,2014,2015,2,TOT,NFL,15,9,6,3,26,8.67,0,1.7,50.00%,4.33
601,Richie Brockel,2011,2015,5,CAR,NFL,49,2,5,4,25,6.25,0,0.5,80.00%,5
602,John Bronson,2005,2006,2,CRD,NFL,3,0,1,1,25,25,0,8.3,100.00%,25
603,A.J. Ofodile,1997,1999,3,RAV,NFL,24,3,9,4,25,6.25,0,1,44.40%,2.78
604,Drew Sample,2019,2019,1,CIN,NFL,4,0,3,2,25,12.5,0,6.3,66.70%,8.33
605,Rod Trafford,2004,2004,1,BUF,NFL,4,0,4,3,25,8.33,0,6.3,75.00%,6.25
606,Fred Wakefield,2001,2008,8,TOT,NFL,80,49,2,2,24,12,0,0.3,100.00%,12
607,Wendell Davis,1998,1998,1,SDG,NFL,11,7,5,4,23,5.75,0,2.1,80.00%,4.6
608,Tommie Stowers,1992,1994,3,TOT,NFL,17,0,5,4,23,5.75,0,1.4,80.00%,4.6
609,Tyrone Swoopes,2017,2018,2,SEA,NFL,2,1,1,1,23,23,0,11.5,100.00%,23
610,Wesley Duke,2005,2005,1,DEN,NFL,3,0,4,2,22,11,1,7.3,50.00%,5.5
611,Nic Jacobs,2014,2015,2,JAX,NFL,24,7,6,3,22,7.33,1,0.9,50.00%,3.67
612,Craig Keith,1993,1995,3,TOT,NFL,28,3,5,4,22,5.5,0,0.8,80.00%,4.4
613,Gator Hoskins,2014,2014,1,2TM,NFL,15,0,4,3,21,7,0,1.4,75.00%,5.25
614,Terry O'Shea,1989,1990,2,PIT,NFL,32,2,,2,21,10.5,0,0.7,,
615,Evan Rodriguez,2012,2014,3,TOT,NFL,20,5,9,4,21,5.25,0,1.1,44.40%,2.33
616,James Coley,1990,1991,2,TOT,NFL,23,4,,2,20,10,0,0.9,,
617,Blake Spence,1998,2000,3,TOT,NFL,18,0,5,4,20,5,1,1.1,80.00%,4
618,Anthony Hill,2009,2011,3,TOT,NFL,12,2,5,3,19,6.33,0,1.6,60.00%,3.8
619,Pharaoh Brown,2017,2019,3,TOT,NFL,6,3,2,1,18,18,0,3,50.00%,9
620,Joe Kowalewski,2007,2007,1,NYJ,NFL,13,2,9,5,18,3.6,1,1.4,55.60%,2
621,Sean Manuel,1996,1996,1,SFO,NFL,11,0,5,3,18,6,0,1.6,60.00%,3.6
622,Cole Wick,2016,2018,3,TOT,NFL,11,0,4,2,18,9,0,1.6,50.00%,4.5
623,Connor Hamlett,2016,2016,1,CLE,NFL,3,2,1,1,17,17,1,5.7,100.00%,17
624,Charles Henry,1991,1991,1,MIA,NFL,6,2,,2,17,8.5,0,2.8,,
625,Mike Roberg,2001,2002,2,TOT,NFL,13,1,4,2,17,8.5,1,1.3,50.00%,4.25
626,Martin Rucker,2008,2012,5,TOT,NFL,12,2,7,2,17,8.5,0,1.4,28.60%,2.43
627,Paul Irons,2005,2005,1,CLE,NFL,2,1,2,2,16,8,0,8,100.00%,8
628,Mitch Jacoby,1997,1999,3,TOT,NFL,24,2,4,3,16,5.33,0,0.7,75.00%,4
629,Hayden Smith,2012,2012,1,NYJ,NFL,5,0,1,1,16,16,0,3.2,100.00%,16
630,Cole Hikutini,2017,2017,1,SFO,NFL,4,0,3,2,15,7.5,0,3.8,66.70%,5
631,Kirk McMullen,2001,2001,1,CIN,NFL,7,2,6,2,15,7.5,0,2.1,33.30%,2.5
632,Jake Moreland,2000,2001,2,TOT,NFL,11,1,4,3,15,5,0,1.4,75.00%,3.75
633,Fendi Onobun,2010,2014,5,TOT,NFL,4,0,5,2,15,7.5,0,3.8,40.00%,3
634,Brett Pierce,2004,2005,2,DAL,NFL,18,2,3,2,15,7.5,0,0.8,66.70%,5
635,Marty Thompson,1993,1993,1,DET,NFL,6,2,1,1,15,15,0,2.5,100.00%,15
636,Gerald Christian,2016,2016,1,BUF,NFL,3,0,2,1,14,14,0,4.7,50.00%,7
637,Ross Dwelley,2018,2019,2,SFO,NFL,14,0,2,2,14,7,0,1,100.00%,7
638,Matt Flanagan,2018,2018,1,WAS,NFL,3,1,1,1,14,14,0,4.7,100.00%,14
639,Richard Gordon,2011,2015,5,TOT,NFL,35,5,10,4,14,3.5,1,0.4,40.00%,1.4
640,Robert Johnson,2003,2005,3,TOT,NFL,3,0,2,1,14,14,0,4.7,50.00%,7
641,Derek Price,1996,1996,1,DET,NFL,13,1,5,1,14,14,0,1.1,20.00%,2.8
642,Nick Savoie,1997,1997,1,NOR,NFL,1,0,,1,14,14,0,14,,
643,Clarence Williams,1993,1993,1,CLE,NFL,7,1,6,1,14,14,0,2,16.70%,2.33
644,Bradford Banta,1994,2004,11,TOT,NFL,156,2,8,2,13,6.5,0,0.1,25.00%,1.63
645,K.D. Dunn,1989,1989,1,NYJ,NFL,1,1,,2,13,6.5,0,13,,
646,Gregg Guenther,2005,2005,1,OTI,NFL,5,0,3,2,13,6.5,0,2.6,66.70%,4.33
647,Je'Ron Hamm,2014,2016,3,TOT,NFL,6,0,4,2,13,6.5,0,2.2,50.00%,3.25
648,Pat Kelly,1989,1991,3,TOT,NFL,25,1,,3,13,4.33,0,0.5,,
649,Henry Krieger-Coble,2016,2017,2,TOT,NFL,3,0,1,1,13,13,0,4.3,100.00%,13
650,Lovell Pinkney,1995,1995,1,RAM,NFL,8,0,3,1,13,13,0,1.6,33.30%,4.33
651,John Spagnola,1989,1989,1,GNB,NFL,6,0,,2,13,6.5,0,2.2,,
652,Leonard Stephens,2002,2002,1,WAS,NFL,5,0,4,1,13,13,0,2.6,25.00%,3.25
653,Khari Lee,2015,2018,4,TOT,NFL,34,7,5,2,12,6,0,0.4,40.00%,2.4
654,Thomas McLemore,1992,1995,4,TOT,NFL,18,2,4,2,12,6,0,0.7,50.00%,3
655,Casey Cramer,2004,2008,5,TOT,NFL,36,4,5,4,11,2.75,1,0.3,80.00%,2.2
656,Alex Ellis,2016,2019,4,TOT,NFL,11,3,4,3,11,3.67,0,1,75.00%,2.75
657,Hakeem Valles,2016,2018,3,TOT,NFL,15,1,5,2,11,5.5,0,0.7,40.00%,2.2
658,James Dearth,1999,2009,11,TOT,NFL,146,1,6,3,10,3.33,1,0.1,50.00%,1.67
659,James Adkisson,2006,2006,1,RAI,NFL,2,0,2,1,9,9,0,4.5,50.00%,4.5
660,Tremayne Allen,1997,1997,1,CHI,NFL,2,0,1,1,9,9,0,4.5,100.00%,9
661,Dedrick Epps,2010,2012,3,TOT,NFL,6,0,1,1,9,9,0,1.5,100.00%,9
662,Nick Kasa,2013,2014,2,RAI,NFL,16,1,5,1,9,9,1,0.6,20.00%,1.8
663,Harper LeBel,1989,1998,10,TOT,NFL,136,2,0,1,9,9,0,0.1,,
664,Richard Quinn,2009,2012,4,TOT,NFL,30,4,3,1,9,9,0,0.3,33.30%,3
665,Marcel Jensen,2014,2015,2,TOT,NFL,2,0,1,1,8,8,0,4,100.00%,8
666,Dave Little,1989,1991,3,TOT,NFL,29,1,,2,8,4,1,0.3,,
667,Rodrick Monroe,1999,2001,3,TOT,NFL,9,3,2,1,8,8,0,0.9,50.00%,4
668,Kevin Smith,1992,1996,5,TOT,NFL,15,1,1,1,8,8,0,0.5,100.00%,8
669,Kendell Watkins,1995,1995,1,DAL,NFL,16,0,2,1,8,8,0,0.5,50.00%,4
670,E.J. Bibbs,2015,2015,1,CLE,NFL,7,0,2,1,7,7,0,1,50.00%,3.5
671,Troy Fumagalli,2019,2019,1,DEN,NFL,3,1,1,1,7,7,0,2.3,100.00%,7
672,Tommy Gallarda,2012,2012,1,ATL,NFL,9,0,4,1,7,7,0,0.8,25.00%,1.75
673,Aaron Halterman,2007,2007,1,MIA,NFL,9,0,3,1,7,7,0,0.8,33.30%,2.33
674,J.P. Holtz,2019,2019,1,2TM,NFL,3,0,1,1,7,7,0,2.3,100.00%,7
675,Jason Pociask,2007,2007,1,NYJ,NFL,4,0,1,1,7,7,0,1.8,100.00%,7
676,Trent Smith,2005,2005,1,SFO,NFL,5,2,8,3,7,2.33,0,1.4,37.50%,0.88
677,Carlos Etheredge,1994,1994,1,CLT,NFL,9,0,1,1,6,6,0,0.7,100.00%,6
678,Matt Kranchick,2004,2005,2,TOT,NFL,8,1,1,1,6,6,0,0.8,100.00%,6
679,Gordon Laro,1995,1995,1,JAX,NFL,2,0,1,1,6,6,0,3,100.00%,6
680,John Waerig,2001,2001,1,DET,NFL,1,0,1,1,6,6,0,6,100.00%,6
681,Cooper Wallace,2006,2006,1,OTI,NFL,2,1,1,1,6,6,0,3,100.00%,6
682,Johnny Mundt,2017,2019,3,RAM,NFL,14,0,1,1,5,5,0,0.4,100.00%,5
683,Andy Parker,1989,1990,2,TOT,NFL,15,6,,2,5,2.5,1,0.3,,
684,Isaac Smolko,2007,2007,1,JAX,NFL,6,0,2,1,5,5,0,0.8,50.00%,2.5
685,Dave Stachelski,2000,2001,2,NOR,NFL,9,0,1,1,5,5,0,0.6,100.00%,5
686,Justice Cunningham,2013,2015,3,TOT,NFL,4,0,1,1,4,4,0,1,100.00%,4
687,Kevin Everett,2006,2007,2,BUF,NFL,17,5,2,2,4,2,0,0.2,100.00%,2
688,Garrett Griffin,2017,2018,2,NOR,NFL,3,0,1,1,4,4,0,1.3,100.00%,4
689,Jay Tant,2000,2000,1,CRD,NFL,5,0,2,1,4,4,0,0.8,50.00%,2
690,Lee Vickers,2007,2007,1,RAV,NFL,9,2,5,2,4,2,0,0.4,40.00%,0.8
691,Ryan Malleck,2017,2017,1,HTX,NFL,2,0,1,1,3,3,0,1.5,100.00%,3
692,Buck Ortega,2008,2009,2,NOR,NFL,12,1,3,1,3,3,0,0.3,33.30%,1
693,Eugene Riley,1990,1991,2,TOT,NFL,6,1,,1,3,3,0,0.5,,
694,Brad Smelley,2012,2014,3,TOT,NFL,4,0,1,1,3,3,0,0.8,100.00%,3
695,Bruce Hardy,1989,1989,1,MIA,NFL,1,0,,1,2,2,0,2,,
696,Alex Holmes,2005,2005,1,MIA,NFL,8,0,1,1,2,2,0,0.3,100.00%,2
697,Ed Smith,1997,1999,3,TOT,NFL,30,2,6,1,2,2,0,0.1,16.70%,0.33
698,Bradley Sowell,2012,2019,8,TOT,NFL,102,25,2,1,2,2,1,0,50.00%,1
699,Asante Cleveland,2014,2016,3,TOT,NFL,14,1,2,1,1,1,0,0.1,50.00%,0.5
700,Michael Higgins,2011,2012,2,NOR,NFL,4,1,2,2,1,0.5,0,0.3,100.00%,0.5
701,Derek Rackley,2000,2007,8,TOT,NFL,116,1,1,1,1,1,1,0,100.00%,1
702,D.J. Tialavea,2016,2016,1,ATL,NFL,2,0,1,1,1,1,1,0.5,100.00%,1
703,Zac Alcorn,2006,2006,1,GNB,NFL,6,0,0,0,0,,0,0,0.00%,
704,Rashaun Allen,2014,2014,1,SEA,NFL,1,0,,0,0,,0,0,0.00%,
705,Mark Anelli,2002,2002,1,SFO,NFL,2,0,,0,0,,0,0,0.00%,
706,Blake Annen,2014,2014,1,CHI,NFL,5,0,,0,0,,0,0,0.00%,
707,Richard Ashe,1990,1990,1,RAM,NFL,1,0,,0,0,,0,0,,
708,Kennard Backman,2015,2015,1,GNB,NFL,7,0,0,0,0,,0,0,0.00%,
709,Mike Banks,2002,2003,2,CRD,NFL,18,0,0,0,0,,0,0,0.00%,
710,Brandon Barden,2012,2014,3,TOT,NFL,3,0,0,0,0,,0,0,0.00%,
711,Rich Bartlewski,1990,1991,2,TOT,NFL,5,0,,0,0,,0,0,,
712,Alex Bayer,2014,2014,1,RAM,NFL,6,0,,0,0,,0,0,0.00%,
713,Evan Baylis,2017,2019,3,TOT,NFL,3,0,0,0,0,,0,0,0.00%,
714,Shonn Bell,1999,1999,1,SFO,NFL,2,0,,0,0,,0,0,0.00%,
715,Eric Beverly,1998,2006,9,TOT,NFL,137,48,4,1,0,0,0,0,25.00%,0
716,Rob Blanchflower,2014,2014,1,PIT,NFL,0,,,0,0,,0,,0.00%,
717,Ted Bolser,2014,2014,1,2TM,NFL,0,,,0,0,,0,,0.00%,
718,Braedon Bowman,2016,2016,1,NYJ,NFL,3,0,1,0,0,,0,0,0.00%,0
719,Brett Brackett,2012,2014,3,TOT,NFL,8,4,,0,0,,0,0,0.00%,
720,Rickey Brady,1994,1994,1,RAM,NFL,1,0,,0,0,,0,0,0.00%,
721,John Brandes,1989,1993,5,TOT,NFL,62,0,,0,0,,0,0,,
722,Sean Brewer,2002,2003,2,TOT,NFL,12,2,,0,0,,0,0,0.00%,
723,Steve Brooks,1996,1996,1,DET,NFL,1,0,,0,0,,0,0,0.00%,
724,LaMark Brown,2012,2012,1,MIN,NFL,,,,0,0,,0,,0.00%,
725,Larry Brown,1999,1999,1,OTI,NFL,9,0,0,0,0,,0,0,0.00%,
726,Jake Byrne,2012,2014,3,TOT,NFL,8,0,0,0,0,,0,0,0.00%,
727,Russ Campbell,1992,1992,1,PIT,NFL,7,0,1,0,0,,0,0,0.00%,0
728,Cethan Carter,2017,2019,3,CIN,NFL,20,0,0,0,0,,0,0,0.00%,
729,Kyle Carter,2017,2017,1,MIN,NFL,3,0,0,0,0,,0,0,0.00%,
730,Matt Cercone,2000,2002,3,MIN,NFL,5,0,0,0,0,,0,0,0.00%,
731,Thornton Chandler,1989,1989,1,DAL,NFL,6,0,,0,0,,0,0,,
732,Jamie Childers,2014,2014,1,BUF,NFL,0,,,0,0,,0,,0.00%,
733,Brad Christenson,2002,2002,1,RAI,NFL,1,0,,0,0,,0,0,0.00%,
734,Chris Clark,2010,2018,9,TOT,NFL,121,66,0,0,0,,0,0,0.00%,
735,Darius Clark,2001,2001,1,DEN,NFL,7,0,0,0,0,,0,0,0.00%,
736,Jerome Collins,2005,2005,1,RAM,NFL,3,0,,0,0,,0,0,0.00%,
737,Gabe Crecion,2004,2004,1,SFO,NFL,1,0,,0,0,,0,0,0.00%,
738,Bryce Davis,2012,2012,1,CIN,NFL,,,,0,0,,0,,0.00%,
739,John Dekker,2007,2007,1,PIT,NFL,3,0,,0,0,,0,0,0.00%,
740,Anthony Denham,2014,2015,2,HTX,NFL,5,0,0,0,0,,0,0,0.00%,
741,Tyson DeVree,2008,2008,1,NWE,NFL,2,0,1,0,0,,0,0,0.00%,0
742,Garrett Dickerson,2018,2019,2,NYG,NFL,5,0,0,0,0,,0,0,0.00%,
743,Kori Dickerson,2003,2003,1,PHI,NFL,2,0,0,0,0,,0,0,0.00%,
744,Brandon Dillon,2019,2019,1,MIN,NFL,1,0,0,0,0,,0,0,0.00%,
745,Chase Dixon,2014,2014,1,WAS,NFL,0,,,0,0,,0,,0.00%,
746,Demarcus Dobbs,2011,2015,5,TOT,NFL,60,0,0,0,0,,0,0,0.00%,
747,Thomas Duarte,2016,2016,1,MIA,NFL,1,0,0,0,0,,0,0,0.00%,
748,John Duff,1993,1994,2,RAI,NFL,5,0,1,0,0,,0,0,0.00%,0
749,Drake Dunsmore,2012,2012,1,TAM,NFL,,,,0,0,,0,,0.00%,
750,Chris Edmonds,2002,2003,2,CIN,NFL,12,0,0,0,0,,0,0,0.00%,
751,Chris Eitzmann,2000,2000,1,NWE,NFL,5,1,1,0,0,,0,0,0.00%,0
752,Donnie Ernsberger,2018,2018,1,TAM,NFL,2,0,0,0,0,,0,0,0.00%,
753,Collin Franklin,2011,2011,1,TAM,NFL,2,0,2,0,0,,0,0,0.00%,0
754,Mondriel Fulcher,2000,2002,3,RAI,NFL,25,1,2,0,0,,0,0,0.00%,0
755,Kendall Gammon,1992,2006,15,TOT,NFL,234,0,1,0,0,,0,0,0.00%,0
756,Manasseh Garner,2016,2016,1,BUF,NFL,1,0,0,0,0,,0,0,0.00%,
757,Zach Gentry,2019,2019,1,PIT,NFL,2,0,0,0,0,,0,0,0.00%,
758,Ronnie Ghent,2007,2007,1,NOR,NFL,8,0,1,0,0,,0,0,0.00%,0
759,Jaeden Graham,2019,2019,1,ATL,NFL,4,0,0,0,0,,0,0,0.00%,
760,Kevin Greene,2014,2014,1,2TM,NFL,0,,,0,0,,0,,0.00%,
761,Ronnie Haliburton,1990,1991,2,DEN,NFL,17,0,,0,0,,0,0,,
762,Andre Hardy,2014,2014,1,CRD,NFL,0,,,0,0,,0,,0.00%,
763,Clark Harris,2008,2019,12,TOT,NFL,160,0,0,0,0,,0,0,0.00%,
764,Todd Harrison,1992,1992,1,TAM,NFL,1,0,,0,0,,0,0,0.00%,
765,Lawrence Hart,2001,2001,1,CRD,NFL,1,0,,0,0,,0,0,0.00%,
766,Kurt Haws,1994,1994,1,WAS,NFL,6,0,,0,0,,0,0,0.00%,
767,Jarius Hayes,1996,1998,3,CRD,NFL,20,0,,0,0,,0,0,0.00%,
768,Temarrick Hemingway,2016,2018,3,TOT,NFL,13,0,0,0,0,,0,0,0.00%,
769,Mitchell Henry,2015,2015,1,DEN,NFL,2,0,,0,0,,0,0,0.00%,
770,Brad Herman,2012,2012,1,NWE,NFL,,,,0,0,,0,,0.00%,
771,Kevin Hickman,1995,1998,4,DET,NFL,13,0,,0,0,,0,0,0.00%,
772,Darius Hill,2009,2009,1,CIN,NFL,1,0,,0,0,,0,0,0.00%,
773,James Hill,2000,2000,1,SEA,NFL,10,0,,0,0,,0,0,0.00%,
774,Carl Hilton,1989,1989,1,MIN,NFL,1,0,,0,0,,0,0,,
775,Marcus Hinton,1996,1996,1,RAI,NFL,2,0,,0,0,,0,0,0.00%,
776,Nathan Hodel,2002,2009,8,TOT,NFL,113,0,0,0,0,,0,0,0.00%,
777,Gabe Holmes,2017,2018,2,CRD,NFL,10,4,1,0,0,,0,0,0.00%,0
778,Tony Hutson,1997,2000,4,TOT,NFL,20,4,0,0,0,,0,0,0.00%,
779,Emil Igwenagu,2012,2014,3,TOT,NFL,3,1,0,0,0,,0,0,0.00%,
780,D.C. Jefferson,2013,2013,1,CRD,NFL,4,0,,0,0,,0,0,0.00%,
781,Brian Jennings,2000,2012,13,SFO,NFL,208,0,2,0,0,,0,0,0.00%,0
782,D.J. Johnson,2009,2012,4,TOT,NFL,17,0,0,0,0,,0,0,0.00%,
783,Tim Johnson,2001,2006,6,TOT,NFL,55,4,12,0,0,,0,0,0.00%,0
784,Rod Jones,1989,1989,1,SEA,NFL,4,0,,0,0,,0,0,,
785,Bennie Joppru,2006,2007,2,TOT,NFL,19,0,0,0,0,,0,0,0.00%,
786,Rashod Kent,2003,2003,1,HTX,NFL,7,4,1,0,0,,0,0,0.00%,0
