Rk,Player,From,To,No of Season,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
254,Ozzie Newsome*,1989,1990,2,CLE,NFL,32,28,,52,564,10.85,3,17.6,,
255,Luther Broughton,1998,2001,4,TOT,NFL,62,8,82,46,563,12.24,5,9.1,56.10%,6.87
256,Jamie Williams,1989,1994,6,TOT,NFL,83,8,39,60,560,9.33,3,6.7,,
257,Maxx Williams,2015,2019,5,TOT,NFL,46,22,86,66,554,8.39,3,12,76.70%,6.44
258,Damon Jones,1997,2001,5,JAX,NFL,50,22,72,41,550,13.41,11,11,56.90%,7.64
259,Bryan Fletcher,2005,2007,3,CLT,NFL,46,18,79,54,547,10.13,5,11.9,68.40%,6.92
260,James O'Shaughnessy,2015,2019,5,TOT,NFL,57,20,90,57,545,9.56,3,9.6,63.30%,6.06
261,John Gilmore,2002,2011,10,TOT,NFL,145,37,91,55,544,9.89,6,3.8,60.40%,5.98
262,Paul Green,1989,1996,8,TOT,NFL,49,28,119,69,544,7.88,3,11.1,,
263,Jerame Tuman,1999,2008,10,TOT,NFL,123,59,91,46,541,11.76,7,4.4,50.50%,5.95
264,John Davis,1997,2002,6,TOT,NFL,81,26,89,55,517,9.4,6,6.4,61.80%,5.81
265,Chris Herndon,2018,2018,1,NYJ,NFL,16,12,56,39,502,12.87,4,31.4,69.60%,8.96
266,Darren Waller,2015,2019,5,TOT,NFL,26,8,66,51,498,9.76,2,19.2,77.30%,7.55
267,Terry Jones,2002,2005,4,TOT,NFL,53,35,90,59,493,8.36,5,9.3,65.60%,5.48
268,Nick Vannett,2016,2019,4,TOT,NFL,43,17,69,50,491,9.82,4,11.4,72.50%,7.12
269,Ty Hallock,1993,2000,8,TOT,NFL,86,35,92,65,487,7.49,3,5.7,70.70%,5.29
270,Randal Williams,2001,2006,6,TOT,NFL,67,16,89,42,471,11.21,0,7,47.20%,5.29
271,Damone Johnson,1989,1992,4,RAM,NFL,49,41,,69,467,6.77,10,9.5,,
272,Terry Hardy,1998,2001,4,CRD,NFL,49,37,113,68,461,6.78,3,9.4,60.20%,4.08
273,Todd Yoder,2000,2009,10,TOT,NFL,134,14,78,48,460,9.58,8,3.4,61.50%,5.9
274,A.J. Derby,2016,2018,3,TOT,NFL,25,4,65,40,452,11.3,3,18.1,61.50%,6.95
275,Jonnu Smith,2017,2019,3,OTI,NFL,33,29,65,42,447,10.64,5,13.5,64.60%,6.88
276,Ben Patrick,2007,2010,4,CRD,NFL,42,20,64,45,446,9.91,4,10.6,70.30%,6.97
277,Kris Wilson,2004,2011,8,TOT,NFL,97,30,85,52,446,8.58,5,4.6,61.20%,5.25
278,John Tice,1989,1992,4,NOR,NFL,49,14,,42,441,10.5,1,9,,
279,Zeron Flemister,2000,2005,6,TOT,NFL,60,20,76,38,439,11.55,4,7.3,50.00%,5.78
280,Anthony McCoy,2010,2015,6,TOT,NFL,42,17,52,31,437,14.1,3,10.4,59.60%,8.4
281,Stephen Anderson,2016,2017,2,HTX,NFL,28,5,68,36,435,12.08,2,15.5,52.90%,6.4
282,Zeke Mowatt,1989,1991,3,TOT,NFL,42,19,,38,433,11.39,1,10.3,,
283,John Phillips,2009,2018,10,TOT,NFL,120,43,73,58,428,7.38,5,3.6,79.50%,5.86
284,Derek Carrier,2012,2019,8,TOT,NFL,70,19,66,46,427,9.28,2,6.1,69.70%,6.47
285,Frank Hartley,1994,1998,5,TOT,NFL,65,37,65,35,424,12.11,3,6.5,53.80%,6.52
286,Blake Jarwin,2017,2019,3,DAL,NFL,21,5,46,35,420,12,4,20,76.10%,9.13
287,Matt Spaeth,2007,2015,9,TOT,NFL,123,72,87,55,420,7.64,10,3.4,63.20%,4.83
288,Will Dissly,2018,2019,2,SEA,NFL,9,9,40,31,418,13.48,6,46.4,77.50%,10.45
289,Billy Bajema,2005,2013,9,TOT,NFL,120,52,68,40,416,10.4,2,3.5,58.80%,6.12
290,Duane Young,1991,1998,8,TOT,NFL,73,64,53,38,405,10.66,3,5.5,,
291,Jace Amaro,2014,2016,3,TOT,NFL,17,4,57,41,404,9.85,2,23.8,71.90%,7.09
292,Michael Roan,1995,2000,6,OTI,NFL,62,19,78,45,403,8.96,3,6.5,57.70%,5.17
293,Derek Brown,1992,1999,8,TOT,NFL,105,33,63,43,401,9.33,1,3.8,68.30%,6.37
294,Lee Smith,2011,2019,9,TOT,NFL,111,69,68,57,400,7.02,7,3.6,83.80%,5.88
295,Joe Klopfenstein,2006,2009,4,TOT,NFL,49,38,58,34,397,11.68,2,8.1,58.60%,6.84
296,Zachary Hilton,2003,2005,3,NOR,NFL,18,6,57,35,396,11.31,1,22,61.40%,6.95
297,Marcellus Rivers,2001,2007,7,TOT,NFL,79,14,78,51,395,7.75,4,5,65.40%,5.06
298,Geoff Swaim,2015,2019,5,TOT,NFL,41,19,57,46,392,8.52,1,9.6,80.70%,6.88
299,Chase Ford,2012,2014,3,TOT,NFL,20,5,51,34,391,11.5,1,19.6,66.70%,7.67
300,Steve Bush,1997,2005,9,TOT,NFL,118,28,73,51,385,7.55,3,3.3,69.90%,5.27
301,Erik Swoope,2014,2018,5,CLT,NFL,24,6,32,23,384,16.7,4,16,71.90%,12
302,Adam Bergen,2005,2006,2,CRD,NFL,30,16,67,43,381,8.86,2,12.7,64.20%,5.69
303,Chris Dressel,1989,1992,4,TOT,NFL,46,11,,35,379,10.83,1,8.2,,
304,Greg Baty,1990,1994,5,MIA,NFL,76,9,18,30,377,12.57,4,5,,
305,Gary Wilkins,1989,1991,3,ATL,NFL,34,17,,23,376,16.35,6,11.1,,
306,James Hanna,2012,2017,6,DAL,NFL,78,37,55,37,374,10.11,1,4.8,67.30%,6.8
307,Eric Kattus,1989,1992,4,TOT,NFL,52,6,,35,374,10.69,2,7.2,,
308,Sean McGrath,2012,2017,6,TOT,NFL,49,20,46,32,373,11.66,2,7.6,69.60%,8.11
309,Maurice Johnson,1991,1994,4,PHI,NFL,55,21,58,39,371,9.51,4,6.7,,
310,Dallas Goedert,2018,2019,2,PHI,NFL,19,9,51,37,366,9.89,5,19.3,72.50%,7.18
311,Don Warren,1989,1992,4,WAS,NFL,52,47,4,39,366,9.38,2,7,,
312,Blake Bell,2015,2019,5,TOT,NFL,54,14,52,32,365,11.41,0,6.8,61.50%,7.02
313,Jordan Akins,2018,2019,2,HTX,NFL,20,7,39,26,361,13.88,2,18.1,66.70%,9.26
314,Cap Boso,1989,1991,3,CHI,NFL,35,2,,31,353,11.39,2,10.1,,
315,Walter Reeves,1989,1996,8,TOT,NFL,98,73,47,55,347,6.31,3,3.5,,
316,Arthur Cox,1989,1991,3,TOT,NFL,45,38,,41,346,8.44,3,7.7,,
317,Alfredo Roberts,1989,1992,4,TOT,NFL,64,29,7,38,346,9.11,2,5.4,,
318,Mitch Lyons,1993,1999,7,TOT,NFL,90,23,52,39,345,8.85,1,3.8,75.00%,6.63
319,Pat Beach,1989,1993,5,TOT,NFL,75,41,13,39,342,8.77,5,4.6,,
320,Alonzo Mayes,1998,2000,3,CHI,NFL,37,28,60,33,339,10.27,1,9.2,55.00%,5.65
321,Bear Pascoe,2009,2015,7,TOT,NFL,85,34,61,40,336,8.4,2,4,65.60%,5.51
322,Shad Meier,2001,2005,5,TOT,NFL,53,13,65,42,334,7.95,3,6.3,64.60%,5.14
323,Gavin Escobar,2013,2017,5,TOT,NFL,64,7,48,30,333,11.1,8,5.2,62.50%,6.94
324,Ian Thomas,2018,2019,2,CAR,NFL,20,6,50,36,333,9.25,2,16.7,72.00%,6.66
325,MarQueis Gray,2013,2017,5,TOT,NFL,61,14,41,27,328,12.15,0,5.4,65.90%,8
326,Tom Crabtree,2010,2014,5,TOT,NFL,53,21,34,22,323,14.68,5,6.1,64.70%,9.5
327,Daniel Brown,2015,2019,5,TOT,NFL,45,7,51,35,317,9.06,1,7,68.60%,6.22
328,Cooper Helfet,2012,2015,4,SEA,NFL,23,4,46,25,315,12.6,2,13.7,54.30%,6.85
329,Ken Clark,1990,1992,3,CLT,NFL,34,12,8,43,314,7.3,0,9.2,,
330,Ben Hartsock,2004,2013,10,TOT,NFL,131,49,60,31,312,10.06,1,2.4,51.70%,5.2
331,Aaron Walker,2003,2007,5,TOT,NFL,55,15,37,25,312,12.48,1,5.7,67.60%,8.43
332,Ed Perry,1997,2005,9,TOT,NFL,109,10,61,39,308,7.9,2,2.8,63.90%,5.05
333,Matt LaCosse,2015,2019,5,TOT,NFL,24,7,43,29,305,10.52,1,12.7,67.40%,7.09
334,David Johnson,2009,2016,8,TOT,NFL,98,37,43,31,304,9.81,1,3.1,72.10%,7.07
335,Keith Neubert,1989,1989,1,NYJ,NFL,16,12,,28,302,10.79,1,18.9,,
336,Sean McHugh,2004,2008,5,TOT,NFL,40,17,39,23,301,13.09,0,7.5,59.00%,7.72
337,Jeremy Brigham,1998,2002,5,RAI,NFL,48,8,52,33,300,9.09,3,6.3,63.50%,5.77
338,J.P. Foschi,2005,2010,6,TOT,NFL,35,16,48,33,297,9,2,8.5,68.80%,6.19
339,Rich Griffith,1993,2000,8,TOT,NFL,90,19,41,21,296,14.1,0,3.3,51.20%,7.22
340,Greg Estandia,2007,2009,3,TOT,NFL,32,2,44,23,294,12.78,0,9.2,52.30%,6.68
341,Daniel Coats,2007,2010,4,TOT,NFL,57,18,59,30,291,9.7,0,5.1,50.80%,4.93
342,Teyo Johnson,2003,2005,3,TOT,NFL,30,9,38,26,288,11.08,3,9.6,68.40%,7.58
343,Patrick Hape,1997,2004,8,TOT,NFL,124,21,86,51,287,5.63,11,2.3,59.30%,3.34
344,Kevin Kasper,2001,2006,6,TOT,NFL,39,9,46,24,287,11.96,3,7.4,52.20%,6.24
345,Charles Arbuckle,1992,1995,4,CLT,NFL,42,9,47,33,282,8.55,1,6.7,70.20%,6
346,John Allred,1997,2002,6,TOT,NFL,53,12,46,30,281,9.37,2,5.3,65.20%,6.11
347,Joseph Fauria,2013,2014,2,DET,NFL,23,2,42,24,281,11.71,8,12.2,57.10%,6.69
348,Craig Thompson,1992,1993,2,CIN,NFL,29,3,56,36,281,7.81,3,9.7,64.30%,5.02
349,Dustin Lyman,2000,2004,5,CHI,NFL,55,21,59,37,278,7.51,3,5.1,62.70%,4.71
350,Jeff Robinson,1993,2009,17,TOT,NFL,202,18,38,28,278,9.93,8,1.4,73.70%,7.32
351,Tywan Mitchell,2000,2001,2,CRD,NFL,26,5,51,30,276,9.2,2,10.6,58.80%,5.41
352,Derek Schouman,2007,2010,4,TOT,NFL,25,15,34,27,275,10.19,1,11,79.40%,8.09
353,John Burke,1994,1998,5,TOT,NFL,60,19,52,28,273,9.75,0,4.6,53.80%,5.25
354,Josh Norman,2002,2003,2,SDG,NFL,18,2,37,22,273,12.41,2,15.2,59.50%,7.38
355,Derek Ware,1992,1996,5,TOT,NFL,58,14,47,24,270,11.25,1,4.7,51.10%,5.74
356,John Farquhar,1996,1998,3,TOT,NFL,21,8,31,18,266,14.78,1,12.7,58.10%,8.58
357,Steve Folsom,1989,1990,2,DAL,NFL,17,16,,28,265,9.46,2,15.6,,
358,Hunter Goodwin,1996,2003,8,TOT,NFL,119,54,63,37,265,7.16,2,2.2,58.70%,4.21
359,Travis Beckum,2009,2012,4,NYG,NFL,48,4,39,26,264,10.15,3,5.5,66.70%,6.77
360,Quinn Sypniewski,2006,2007,2,RAV,NFL,31,12,54,36,261,7.25,1,8.4,66.70%,4.83
361,Jason Croom,2018,2018,1,BUF,NFL,15,3,35,22,259,11.77,1,17.3,62.90%,7.4
362,Hayden Hurst,2018,2019,2,RAV,NFL,16,1,34,21,258,12.29,2,16.1,61.80%,7.59
363,Greg DeLong,1995,2000,6,TOT,NFL,69,26,70,43,257,5.98,1,3.7,61.40%,3.67
364,Tony Cline,1995,1999,5,TOT,NFL,52,9,49,32,255,7.97,1,4.9,65.30%,5.2
365,Mike Gesicki,2018,2019,2,MIA,NFL,20,8,43,28,253,9.04,0,12.7,65.10%,5.88
366,Jerry Evans,1993,1995,3,DEN,NFL,43,17,43,25,251,10.04,3,5.8,58.10%,5.84
367,Chris Gragg,2013,2015,3,BUF,NFL,32,10,37,24,251,10.46,2,7.8,64.90%,6.78
368,Darnell Dinkins,2002,2009,8,TOT,NFL,89,15,55,30,250,8.33,4,2.8,54.50%,4.55
369,John Madsen,2006,2008,3,RAI,NFL,35,4,32,19,248,13.05,2,7.1,59.40%,7.75
370,Kaseem Sinceno,1998,2000,3,TOT,NFL,21,11,49,26,248,9.54,1,11.8,53.10%,5.06
371,Orson Mobley,1989,1990,2,DEN,NFL,21,13,,25,241,9.64,0,11.5,,
372,Nate Jackson,2003,2008,6,DEN,NFL,41,4,41,27,240,8.89,2,5.9,65.90%,5.85
373,Gijon Robinson,2008,2010,3,CLT,NFL,39,26,46,31,240,7.74,1,6.2,67.40%,5.22
374,Sean Ryan,2004,2009,6,TOT,NFL,53,15,46,26,240,9.23,2,4.5,56.50%,5.22
375,Xavier Grimble,2014,2019,6,TOT,NFL,47,7,41,23,239,10.39,3,5.1,56.10%,5.83
376,Neal Sterling,2015,2018,4,TOT,NFL,35,6,34,24,239,9.96,0,6.8,70.60%,7.03
377,Deems May,1992,1999,8,TOT,NFL,104,22,41,26,238,9.15,1,2.3,63.40%,5.8
378,Ron Middleton,1989,1995,7,TOT,NFL,88,49,50,35,234,6.69,3,2.7,,
379,Madison Hedgecock,2005,2010,6,TOT,NFL,84,47,59,37,233,6.3,2,2.8,62.70%,3.95
380,Anthony Firkser,2018,2019,2,OTI,NFL,15,0,20,19,225,11.84,1,15,95.00%,11.25
381,Jimmie Giles,1989,1989,1,PHI,NFL,16,5,,16,225,14.06,2,14.1,,
382,Adam Shaheen,2017,2019,3,CHI,NFL,23,12,28,24,225,9.38,4,9.8,85.70%,8.04
383,Chad Fann,1993,1999,7,TOT,NFL,72,15,38,24,223,9.29,0,3.1,63.20%,5.87
384,Ryan Hewitt,2014,2018,5,TOT,NFL,72,40,34,23,221,9.61,1,3.1,67.60%,6.5
385,Roderick Lewis,1994,1997,4,OTI,NFL,45,18,40,28,221,7.89,0,4.9,70.00%,5.53
386,Ryan Hannam,2002,2006,5,TOT,NFL,54,5,34,22,215,9.77,2,4,64.70%,6.32
387,Cory Harkey,2012,2016,5,RAM,NFL,64,30,37,27,215,7.96,3,3.4,73.00%,5.81
388,Jordan Thomas,2018,2018,1,HTX,NFL,16,10,27,20,215,10.75,4,13.4,74.10%,7.96
389,Jerell Adams,2016,2019,4,TOT,NFL,30,3,32,24,214,8.92,1,7.1,75.00%,6.69
390,Henry Lusk,1996,1998,3,TOT,NFL,19,4,48,27,210,7.78,0,11.1,56.30%,4.38
391,Shannon Mitchell,1994,1997,4,SDG,NFL,52,20,48,25,207,8.28,1,4,52.10%,4.31
392,MyCole Pruitt,2015,2019,5,TOT,NFL,40,5,30,21,204,9.71,1,5.1,70.00%,6.8
393,Rod Rutledge,1998,2002,5,TOT,NFL,70,36,43,27,204,7.56,1,2.9,62.80%,4.74
394,Troy Niklas,2014,2017,4,CRD,NFL,41,18,32,19,203,10.68,3,5,59.40%,6.34
395,Brandon Williams,2013,2017,5,TOT,NFL,59,11,28,19,201,10.58,0,3.4,67.90%,7.18
396,Bobby Collins,1999,2001,3,TOT,NFL,30,6,29,16,199,12.44,2,6.6,55.20%,6.86
397,Ben Koyack,2016,2018,3,JAX,NFL,37,12,31,24,199,8.29,1,5.4,77.40%,6.42
398,Mike Tice,1989,1995,7,TOT,NFL,68,44,17,25,198,7.92,6,2.9,,
399,Scott Slutzker,1996,1999,4,TOT,NFL,41,4,26,15,196,13.07,1,4.8,57.70%,7.54
400,Cameron Morrah,2009,2012,4,SEA,NFL,27,7,32,16,194,12.13,0,7.2,50.00%,6.06
401,Eric Tomlinson,2016,2019,4,TOT,NFL,39,29,25,16,193,12.06,1,4.9,64.00%,7.72
402,Jim Riggs,1989,1993,5,TOT,NFL,57,4,25,28,192,6.86,0,3.4,,
403,Jeff Dugan,2004,2010,7,MIN,NFL,79,22,34,27,191,7.07,3,2.4,79.40%,5.62
404,Logan Thomas,2014,2019,6,TOT,NFL,30,5,31,24,191,7.96,1,6.4,77.40%,6.16
405,Dwayne Blakley,2004,2007,4,ATL,NFL,59,9,38,21,189,9,1,3.2,55.30%,4.97
406,Brandon Bostick,2012,2016,5,TOT,NFL,40,7,29,17,186,10.94,2,4.7,58.60%,6.41
407,Orson Charles,2012,2018,7,TOT,NFL,49,8,19,14,185,13.21,0,3.8,73.70%,9.74
408,Eric Edwards,2004,2005,2,CRD,NFL,32,10,25,17,184,10.82,1,5.8,68.00%,7.36
409,Joey Haynos,2008,2009,2,MIA,NFL,23,8,41,21,184,8.76,3,8,51.20%,4.49
410,Brad Cottam,2008,2009,2,KAN,NFL,24,8,26,16,183,11.44,0,7.6,61.50%,7.04
411,Tory Humphrey,2005,2010,6,TOT,NFL,31,9,21,13,181,13.92,0,5.8,61.90%,8.62
412,Shawn Nelson,2009,2010,2,BUF,NFL,17,13,33,20,181,9.05,1,10.6,60.60%,5.48
413,Derek Tennell,1989,1993,5,TOT,NFL,48,13,23,22,181,8.23,1,3.8,,
414,John Owens,2002,2009,8,TOT,NFL,76,19,41,22,178,8.09,1,2.3,53.70%,4.34
415,Chase Coffman,2010,2016,7,TOT,NFL,39,3,33,18,177,9.83,2,4.5,54.50%,5.36
416,Tim Jorden,1990,1993,4,TOT,NFL,63,25,13,24,177,7.38,2,2.8,,
417,Greg Scales,1989,1991,3,NOR,NFL,32,5,,19,176,9.26,1,5.5,,
418,Tom Santi,2008,2009,2,CLT,NFL,9,4,24,18,171,9.5,1,19,75.00%,7.13
419,Matthew Mulligan,2009,2016,8,TOT,NFL,89,31,28,18,170,9.44,2,1.9,64.30%,6.07
420,Coleman Bell,1995,1995,1,WAS,NFL,11,1,25,14,166,11.86,1,15.1,56.00%,6.64
421,T.J. Hockenson,2019,2019,1,DET,NFL,4,3,19,11,166,15.09,2,41.5,57.90%,8.74
422,Phillip Supernaw,2012,2017,6,TOT,NFL,56,7,18,14,163,11.64,1,2.9,77.80%,9.06
423,Mo Alie-Cox,2018,2019,2,CLT,NFL,13,2,17,10,161,16.1,2,12.4,58.80%,9.47
424,Harold Bishop,1994,1998,5,TOT,NFL,34,6,29,19,161,8.47,0,4.7,65.50%,5.55
425,Lovett Purnell,1996,1999,4,TOT,NFL,36,7,37,19,159,8.37,5,4.4,51.40%,4.3
426,Derek Fine,2008,2009,2,BUF,NFL,18,11,30,19,158,8.32,1,8.8,63.30%,5.27
427,Mike Seidman,2003,2006,4,CAR,NFL,43,15,27,18,158,8.78,2,3.7,66.70%,5.85
428,Jabari Holloway,2002,2003,2,HTX,NFL,26,16,20,15,157,10.47,0,6,75.00%,7.85
429,Richard Angulo,2003,2008,6,TOT,NFL,27,6,22,17,155,9.12,1,5.7,77.30%,7.05
430,David Paulson,2012,2014,3,TOT,NFL,32,9,21,13,153,11.77,0,4.8,61.90%,7.29
431,Troy Sadowski,1990,1998,9,TOT,NFL,100,6,35,23,152,6.61,0,1.5,,
432,Kory Sperry,2009,2013,5,TOT,NFL,40,8,16,9,152,16.89,1,3.8,56.30%,9.5
433,James Whalen,2000,2003,4,DAL,NFL,26,6,29,17,152,8.94,0,5.8,58.60%,5.24
434,Dorin Dickerson,2010,2013,4,TOT,NFL,24,0,20,11,151,13.73,0,6.3,55.00%,7.55
435,Jonathan Stupar,2009,2010,2,BUF,NFL,30,5,24,18,151,8.39,0,5,75.00%,6.29
436,Jesse Anderson,1990,1993,4,TOT,NFL,35,4,,11,150,13.64,2,4.3,,
437,Dan Arnold,2018,2018,1,NOR,NFL,10,1,19,12,150,12.5,1,15,63.20%,7.89
438,Butch Rolle,1989,1993,5,TOT,NFL,80,20,36,30,148,4.93,7,1.9,,
439,Zach Sudfeld,2013,2014,2,TOT,NFL,30,5,17,10,148,14.8,0,4.9,58.80%,8.71
440,Robert Tyler,1989,1989,1,SEA,NFL,9,9,,14,148,10.57,0,16.4,,
441,Frank Wainright,1991,2000,10,TOT,NFL,121,9,18,11,148,13.45,1,1.2,,
442,Aaron Laing,1994,1997,4,TOT,NFL,32,12,35,18,147,8.17,1,4.6,51.40%,4.2
443,Michael Roberts,2017,2018,2,DET,NFL,23,5,27,13,146,11.23,3,6.3,48.10%,5.41
444,Reggie Davis,1999,2000,2,SDG,NFL,26,3,20,13,145,11.15,1,5.6,65.00%,7.25
445,Bob Mrosko,1989,1991,3,TOT,NFL,42,20,,14,145,10.36,1,3.5,,
446,Dawson Knox,2019,2019,1,BUF,NFL,4,1,13,8,144,18,1,36,61.50%,11.08
447,Mike Lucky,1999,2002,4,DAL,NFL,46,9,29,19,143,7.53,1,3.1,65.50%,4.93
448,Richard Owens,2004,2007,4,TOT,NFL,53,7,21,17,141,8.29,1,2.7,81.00%,6.71
449,Henry Hynoski,2011,2014,4,NYG,NFL,46,21,33,24,138,5.75,1,3,72.70%,4.18
450,Justin Perillo,2014,2016,3,GNB,NFL,20,1,18,15,137,9.13,1,6.9,83.30%,7.61
451,Stephen Spach,2005,2012,8,TOT,NFL,60,24,48,22,137,6.23,0,2.3,45.80%,2.85
452,Justin Swift,1999,2002,4,TOT,NFL,49,7,29,22,137,6.23,1,2.8,75.90%,4.72
453,Brian Jones,2004,2005,2,JAX,NFL,29,1,25,9,136,15.11,1,4.7,36.00%,5.44
454,David Morgan,2016,2018,3,MIN,NFL,38,12,19,16,135,8.44,1,3.6,84.20%,7.11
455,Michael Palmer,2010,2014,5,TOT,NFL,74,6,33,23,132,5.74,4,1.8,69.70%,4
456,Noah Fant,2019,2019,1,DEN,NFL,4,2,15,11,130,11.82,1,32.5,73.30%,8.67
457,Ryan Neufeld,1999,2007,9,TOT,NFL,72,7,26,13,129,9.92,1,1.8,50.00%,4.96
458,Lamont Hall,1999,2005,7,TOT,NFL,94,19,23,19,127,6.68,2,1.4,82.60%,5.52
459,Chad Mustard,2003,2008,6,TOT,NFL,49,6,16,12,123,10.25,0,2.5,75.00%,7.69
460,Robert Tonyan,2018,2019,2,GNB,NFL,20,2,11,7,120,17.14,1,6,63.60%,10.91
461,Darnell Sanders,2002,2004,3,TOT,NFL,28,15,26,18,118,6.56,2,4.2,69.20%,4.54
462,Wendall Gaines,1995,1995,1,CRD,NFL,16,11,19,14,117,8.36,2,7.3,73.70%,6.16
463,Joe Caravello,1989,1990,2,SDG,NFL,19,16,,12,116,9.67,1,6.1,,
464,Dalton Schultz,2018,2019,2,DAL,NFL,15,7,17,12,116,9.67,0,7.7,70.60%,6.82
465,Tim Euhus,2004,2007,4,TOT,NFL,34,8,20,14,115,8.21,2,3.4,70.00%,5.75
466,Greg Werner,1989,1989,1,NYJ,NFL,10,4,,8,115,14.38,0,11.5,,
467,James Jenkins,1991,2000,10,WAS,NFL,133,38,28,15,114,7.6,7,0.9,,
468,Jordan Leggett,2018,2018,1,NYJ,NFL,15,4,24,14,114,8.14,1,7.6,58.30%,4.75
469,Billy Griggs,1989,1989,1,NYJ,NFL,5,3,,9,112,12.44,0,22.4,,
470,Spencer Havner,2008,2010,3,TOT,NFL,26,1,10,7,112,16,4,4.3,70.00%,11.2
471,Oscar McBride,1995,1996,2,CRD,NFL,18,11,20,13,112,8.62,2,6.2,65.00%,5.6
472,Jeremy Sprinkle,2017,2019,3,WAS,NFL,31,18,21,12,112,9.33,2,3.6,57.10%,5.33
473,Brian Roche,1996,1998,3,TOT,NFL,22,1,18,13,111,8.54,0,5,72.20%,6.17
474,Garrett Mills,2007,2010,4,TOT,NFL,16,3,17,9,110,12.22,0,6.9,52.90%,6.47
475,Joshua Perkins,2016,2018,3,TOT,NFL,17,2,16,8,109,13.63,1,6.4,50.00%,6.81
476,Brent Novoselsky,1989,1994,6,MIN,NFL,90,7,8,14,108,7.71,2,1.2,,
477,Jake O'Connell,2009,2012,4,KAN,NFL,35,8,29,15,108,7.2,0,3.1,51.70%,3.72
478,Ben Braunecker,2016,2019,4,CHI,NFL,40,4,14,9,107,11.89,0,2.7,64.30%,7.64
479,Alan Cross,2016,2018,3,TAM,NFL,36,7,21,13,105,8.08,1,2.9,61.90%,5
480,Dominique Jones,2012,2016,5,TOT,NFL,22,5,14,10,103,10.3,1,4.7,71.40%,7.36
481,Brad Beckman,1989,1989,1,ATL,NFL,15,2,,11,102,9.27,1,6.8,,
482,William Harris,1989,1990,2,TOT,NFL,20,2,,11,102,9.27,1,5.1,,
483,Lin Dawson,1989,1990,2,NWE,NFL,19,13,,12,101,8.42,0,5.3,,
484,Austin Traylor,2017,2017,1,DEN,NFL,7,3,13,8,100,12.5,0,14.3,61.50%,7.69
485,Tony Johnson,1996,1998,3,NOR,NFL,27,8,16,9,97,10.78,1,3.6,56.30%,6.06
486,Jeron Mastrud,2010,2013,4,TOT,NFL,52,18,16,7,96,13.71,0,1.8,43.80%,6
487,Ifeanyi Momah,2014,2017,4,TOT,NFL,14,3,6,3,96,32,0,6.9,50.00%,16
488,Scott Simonson,2014,2018,5,TOT,NFL,34,5,15,10,96,9.6,1,2.8,66.70%,6.4
489,Jacob Hollister,2017,2018,2,NWE,NFL,23,2,16,8,94,11.75,0,4.1,50.00%,5.88
490,Joe Davenport,2001,2003,3,CLT,NFL,29,9,23,11,93,8.45,0,3.2,47.80%,4.04
491,Ryan Krause,2004,2007,4,TOT,NFL,14,1,8,7,92,13.14,1,6.6,87.50%,11.5
492,Bobby Neely,1996,1996,1,CHI,NFL,11,5,13,9,92,10.22,0,8.4,69.20%,7.08
493,Matt Cushing,1999,2004,6,PIT,NFL,53,5,19,13,91,7,1,1.7,68.40%,4.79
494,Ross Travis,2016,2017,2,TOT,NFL,21,6,23,10,91,9.1,0,4.3,43.50%,3.96
495,Chris Fontenot,1998,1998,1,PHI,NFL,5,3,12,8,90,11.25,0,18,66.70%,7.5
496,Konrad Reuland,2012,2015,4,TOT,NFL,30,4,19,12,90,7.5,0,3,63.20%,4.74
497,Weslye Saunders,2011,2014,4,TOT,NFL,34,11,23,10,90,9,1,2.6,43.50%,3.91
498,Walter Wilson,1990,1990,1,SDG,NFL,14,5,,10,87,8.7,0,6.2,,
499,Jake Butt,2018,2018,1,DEN,NFL,3,3,13,8,85,10.63,0,28.3,61.50%,6.54
500,Kevin Brock,2011,2014,4,TOT,NFL,24,2,14,10,84,8.4,0,3.5,71.40%,6
501,Brody Eldridge,2010,2011,2,CLT,NFL,27,16,19,14,84,6,0,3.1,73.70%,4.42
502,Nate Byham,2010,2013,4,TOT,NFL,29,8,14,11,83,7.55,1,2.9,78.60%,5.93
503,Dominique Byrd,2006,2011,6,TOT,NFL,17,0,8,6,83,13.83,1,4.9,75.00%,10.38
504,Zach Potter,2009,2012,4,JAX,NFL,45,14,22,11,83,7.55,0,1.8,50.00%,3.77
505,Taylor Thompson,2012,2014,3,OTI,NFL,35,8,25,11,83,7.55,1,2.4,44.00%,3.32
506,Sean Berton,2003,2005,3,TOT,NFL,44,7,12,10,81,8.1,0,1.8,83.30%,6.75
507,Chris Manhertz,2014,2019,6,TOT,NFL,43,13,10,5,79,15.8,1,1.8,50.00%,7.9
508,Ronnie Williams,1993,1996,4,TOT,NFL,55,5,12,10,79,7.9,1,1.4,83.30%,6.58
509,Hayward Clay,1996,1998,3,TOT,NFL,14,6,7,5,78,15.6,0,5.6,71.40%,11.14
510,Darcy Johnson,2006,2010,5,TOT,NFL,34,8,16,9,78,8.67,2,2.3,56.30%,4.88
511,Tyler Conklin,2018,2019,2,MIN,NFL,19,3,7,5,77,15.4,0,4.1,71.40%,11
512,Terry Samuels,1994,1995,2,CRD,NFL,20,7,13,10,76,7.6,0,3.8,76.90%,5.85
