Rk,Player,From,To,No of Season,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
252,Andre Roberts,2010,2019,10,TOT,NFL,137,41,478,255,2996,11.75,15,21.9,53.30%,6.27
253,Peter Warrick,2000,2005,6,TOT,NFL,79,60,506,275,2991,10.88,18,37.9,54.30%,5.91
254,Cecil Shorts,2011,2016,6,TOT,NFL,70,43,452,229,2979,13.01,14,42.6,50.70%,6.59
255,Tim Dwight,1998,2007,10,TOT,NFL,116,32,357,194,2964,15.28,19,25.6,54.30%,8.3
256,Justin Gage,2003,2010,8,TOT,NFL,100,49,395,201,2958,14.72,16,29.6,50.90%,7.49
257,Michael Clayton,2004,2011,8,TOT,NFL,95,56,396,223,2955,13.25,10,31.1,56.30%,7.46
258,Ernie Mills,1991,1999,9,TOT,NFL,118,40,369,196,2934,14.97,20,24.9,,
259,James Lofton*,1989,1993,5,TOT,NFL,69,48,143,165,2919,17.69,21,42.3,,
260,Robert Meachem,2008,2014,7,TOT,NFL,103,35,292,178,2914,16.37,27,28.3,61.00%,9.98
261,Darrius Heyward-Bey,2009,2018,10,TOT,NFL,144,71,432,202,2897,14.34,16,20.1,46.80%,6.71
262,Donnie Avery,2008,2014,7,TOT,NFL,77,60,431,218,2861,13.12,14,37.2,50.60%,6.64
263,Bobby Wade,2003,2009,7,TOT,NFL,102,50,441,244,2858,11.71,9,28,55.30%,6.48
264,Mario Manningham,2008,2014,7,TOT,NFL,67,41,355,211,2849,13.5,19,42.5,59.40%,8.03
265,Leslie Shepherd,1994,2000,7,TOT,NFL,78,54,407,183,2832,15.48,22,36.3,45.00%,6.96
266,Todd Pinkston,2000,2004,5,PHI,NFL,78,62,380,184,2816,15.3,14,36.1,48.40%,7.41
267,Jamison Crowder,2015,2019,5,TOT,NFL,59,31,357,241,2792,11.59,14,47.3,67.50%,7.82
268,Bobby Shaw,1999,2004,6,TOT,NFL,90,18,329,197,2784,14.13,14,30.9,59.90%,8.46
269,Wendell Davis,1989,1993,5,CHI,NFL,65,54,130,192,2780,14.48,14,42.8,,
270,Willie Snead,2014,2019,6,TOT,NFL,61,33,327,219,2776,12.68,10,45.5,67.00%,8.49
271,Tyrell Williams,2015,2019,5,TOT,NFL,56,41,282,172,2746,15.97,21,49,61.00%,9.74
272,Jacoby Jones,2007,2015,9,TOT,NFL,128,33,353,203,2733,13.46,14,21.4,57.50%,7.74
273,Al Toon,1989,1992,4,NYJ,NFL,49,45,57,225,2724,12.11,10,55.6,,
274,Mervyn Fernandez,1989,1992,4,RAI,NFL,63,42,21,164,2723,16.6,15,43.2,,
275,Germane Crowell,1998,2002,5,DET,NFL,54,33,354,184,2722,14.79,16,50.4,52.00%,7.69
276,Brandon Gibson,2009,2014,6,TOT,NFL,76,46,407,233,2711,11.64,13,35.7,57.20%,6.66
277,Danny Woodhead,2009,2017,9,TOT,NFL,101,14,391,300,2698,8.99,17,26.7,76.70%,6.9
278,Albert Connell,1997,2001,5,TOT,NFL,61,33,322,150,2674,17.83,16,43.8,46.60%,8.3
279,Rueben Randle,2012,2015,4,NYG,NFL,64,33,327,188,2644,14.06,20,41.3,57.50%,8.09
280,Steve Smith,2007,2012,6,TOT,NFL,64,29,373,245,2641,10.78,12,41.3,65.70%,7.08
281,Chris Hogan,2012,2019,8,TOT,NFL,92,34,314,197,2634,13.37,18,28.6,62.70%,8.39
282,Taylor Gabriel,2014,2019,6,TOT,NFL,77,26,328,208,2617,12.58,13,34,63.40%,7.98
283,Jarius Wright,2012,2019,8,TOT,NFL,99,22,304,206,2612,12.68,11,26.4,67.80%,8.59
284,JuJu Smith-Schuster,2017,2019,3,PIT,NFL,34,24,272,186,2601,13.98,15,76.5,68.40%,9.56
285,Willie Gault,1989,1993,5,RAI,NFL,79,63,89,133,2593,19.5,15,32.8,,
286,Eric Parker,2002,2006,5,SDG,NFL,62,40,282,187,2586,13.83,11,41.7,66.30%,9.17
287,Reggie Brown,2005,2009,5,PHI,NFL,72,45,337,177,2574,14.54,17,35.8,52.50%,7.64
288,Josh Morgan,2008,2014,7,TOT,NFL,93,61,349,209,2558,12.24,12,27.5,59.90%,7.33
289,Donte Moncrief,2014,2019,6,TOT,NFL,72,43,357,203,2550,12.56,21,35.4,56.90%,7.14
290,Sterling Shepard,2016,2019,4,NYG,NFL,46,45,321,210,2504,11.92,15,54.4,65.40%,7.8
291,Shaun McDonald,2003,2009,7,TOT,NFL,88,17,376,220,2490,11.32,11,28.3,58.50%,6.62
292,Andre' Davis,2002,2009,8,TOT,NFL,104,33,302,156,2470,15.83,17,23.8,51.70%,8.18
293,Quincy Morgan,2001,2006,6,TOT,NFL,86,52,334,164,2466,15.04,17,28.7,49.10%,7.38
294,Louis Murphy,2009,2017,9,TOT,NFL,95,35,372,170,2443,14.37,11,25.7,45.70%,6.57
295,Adam Humphries,2015,2019,5,TOT,NFL,64,19,326,230,2441,10.61,9,38.1,70.60%,7.49
296,Andrew Hawkins,2011,2016,6,TOT,NFL,74,30,341,209,2419,11.57,9,32.7,61.30%,7.09
297,Riley Cooper,2010,2015,6,PHI,NFL,88,54,320,169,2418,14.31,18,27.5,52.80%,7.56
298,DeVante Parker,2015,2019,5,MIA,NFL,58,35,304,173,2418,13.98,10,41.7,56.90%,7.95
299,Troy Edwards,1999,2005,7,TOT,NFL,92,22,365,203,2404,11.84,11,26.1,55.60%,6.59
300,Derek Russell,1991,1997,7,TOT,NFL,88,47,292,172,2401,13.96,8,27.3,,
301,Robby Anderson,2016,2019,4,NYJ,NFL,49,35,304,165,2395,14.52,15,48.9,54.30%,7.88
302,Fred Taylor,1998,2010,13,TOT,NFL,153,137,401,290,2384,8.22,8,15.6,72.30%,5.95
303,Cedrick Wilson,2001,2007,7,TOT,NFL,100,33,322,178,2365,13.29,8,23.7,55.30%,7.34
304,Robert Clark,1989,1992,4,TOT,NFL,49,45,4,143,2361,16.51,16,48.2,,
305,Eddie Brown,1989,1991,3,CIN,NFL,42,39,,155,2347,15.14,17,55.9,,
306,Ronald Curry,2002,2008,7,RAI,NFL,76,32,316,193,2347,12.16,13,30.9,61.10%,7.43
307,Kevin Dyson,1998,2003,6,TOT,NFL,59,54,345,178,2325,13.06,18,39.4,51.60%,6.74
308,Reggie Williams,2004,2008,5,JAX,NFL,79,53,331,189,2322,12.29,18,29.4,57.10%,7.02
309,Nelson Agholor,2015,2019,5,PHI,NFL,64,56,334,203,2320,11.43,18,36.3,60.80%,6.95
310,David Givens,2002,2006,5,TOT,NFL,58,32,291,166,2318,13.96,12,40,57.00%,7.97
311,Kevin Williams,1993,2000,8,TOT,NFL,121,28,313,178,2314,13,7,19.1,56.90%,7.39
312,Jacquez Green,1998,2002,5,TOT,NFL,66,37,312,162,2311,14.27,7,35,51.90%,7.41
313,Dedric Ward,1997,2004,8,TOT,NFL,103,33,351,167,2307,13.81,12,22.4,47.60%,6.57
314,Mike Furrey,2003,2009,7,TOT,NFL,94,41,347,221,2298,10.4,7,24.4,63.70%,6.62
315,Louis Lipps,1989,1992,4,TOT,NFL,47,44,1,156,2298,14.73,10,48.9,,
316,Hassan Jones,1989,1993,5,TOT,NFL,64,35,61,154,2287,14.85,13,35.7,,
317,Earl Bennett,2008,2013,6,CHI,NFL,78,29,295,185,2277,12.31,12,29.2,62.70%,7.72
318,Tai Streets,1999,2004,6,TOT,NFL,78,46,346,196,2268,11.57,14,29.1,56.60%,6.55
319,Devin Funchess,2015,2019,5,TOT,NFL,62,41,316,164,2265,13.81,21,36.5,51.90%,7.17
320,Marquise Goodwin,2013,2019,7,TOT,NFL,69,37,267,134,2262,16.88,13,32.8,50.20%,8.47
321,Dwight Stone,1989,2000,12,TOT,NFL,186,46,171,142,2260,15.92,11,12.2,,
322,Billy Miller,1999,2008,10,TOT,NFL,114,36,315,200,2248,11.24,10,19.7,63.50%,7.14
323,Dontrelle Inman,2014,2019,6,TOT,NFL,62,35,273,166,2233,13.45,11,36,60.80%,8.18
324,Robb Thomas,1989,1998,10,TOT,NFL,136,37,148,174,2229,12.81,11,16.4,,
325,Johnny Knox,2009,2012,4,CHI,NFL,45,27,249,133,2214,16.65,12,49.2,53.40%,8.89
326,Martavis Bryant,2014,2018,5,TOT,NFL,44,18,251,145,2183,15.06,17,49.6,57.80%,8.7
327,Marqise Lee,2014,2019,6,JAX,NFL,56,30,303,172,2171,12.62,8,38.8,56.80%,7.17
328,Denarius Moore,2011,2015,5,TOT,NFL,56,37,303,142,2169,15.27,17,38.7,46.90%,7.16
329,Matt Jones,2005,2008,4,JAX,NFL,54,15,302,166,2153,12.97,15,39.9,55.00%,7.13
330,Arnaz Battle,2003,2011,9,TOT,NFL,113,38,309,178,2150,12.08,11,19,57.60%,6.96
331,Dez White,2000,2005,6,TOT,NFL,82,49,371,187,2149,11.49,11,26.2,50.40%,5.79
332,Ernest Wilford,2004,2010,7,TOT,NFL,87,44,286,156,2145,13.75,15,24.7,54.50%,7.5
333,Tyler Boyd,2016,2019,4,CIN,NFL,44,21,260,179,2139,11.95,10,48.6,68.80%,8.23
334,Jermaine Lewis,1996,2004,9,TOT,NFL,111,32,269,143,2129,14.89,17,19.2,53.20%,7.91
335,Laurent Robinson,2007,2012,6,TOT,NFL,59,28,301,167,2110,12.63,15,35.8,55.50%,7.01
336,Tom Waddle,1989,1994,6,CHI,NFL,60,41,183,173,2109,12.19,9,35.2,,
337,Marcel Reece,2009,2016,8,TOT,NFL,96,67,311,210,2088,9.94,12,21.8,67.50%,6.71
338,Chris Burkett,1989,1993,5,TOT,NFL,78,31,173,158,2084,13.19,10,26.7,,
339,Jerome Simpson,2008,2015,8,TOT,NFL,62,37,305,150,2058,13.72,9,33.2,49.20%,6.75
340,Tommy Kane,1989,1992,4,SEA,NFL,48,37,70,136,2002,14.72,9,41.7,,
341,Robert Ferguson,2001,2008,8,TOT,NFL,83,34,297,151,1993,13.2,13,24,50.80%,6.71
342,Dexter McCluster,2010,2016,7,TOT,NFL,89,27,351,236,1993,8.44,7,22.4,67.20%,5.68
343,Greg Lewis,2003,2010,8,TOT,NFL,116,29,291,152,1992,13.11,8,17.2,52.20%,6.85
344,Donald Hayes,1998,2002,5,TOT,NFL,63,32,285,144,1988,13.81,9,31.6,50.50%,6.98
345,Horace Copeland,1993,1998,6,TOT,NFL,60,28,238,115,1977,17.19,7,33,48.30%,8.31
346,Roy Green,1989,1992,4,TOT,NFL,50,31,13,134,1969,14.69,11,39.4,,
347,Albert Wilson,2014,2019,6,TOT,NFL,63,29,237,152,1948,12.82,11,30.9,64.10%,8.22
348,Chris Penn,1994,1999,6,TOT,NFL,70,24,308,148,1945,13.14,12,27.8,48.10%,6.31
349,Cooper Kupp,2017,2019,3,RAM,NFL,28,18,212,143,1940,13.57,15,69.3,67.50%,9.15
350,Mikhael Ricks,1998,2003,6,TOT,NFL,82,43,327,155,1939,12.51,8,23.6,47.40%,5.93
351,Seth Roberts,2014,2019,6,TOT,NFL,66,25,269,165,1909,11.57,13,28.9,61.30%,7.1
352,Austin Collie,2009,2013,5,TOT,NFL,49,17,268,179,1908,10.66,16,38.9,66.80%,7.12
353,Karl Williams,1996,2004,9,TOT,NFL,130,24,281,155,1897,12.24,7,14.6,55.20%,6.75
354,Stephone Paige,1989,1991,3,KAN,NFL,33,30,,118,1891,16.03,7,57.3,,
355,Greg Little,2011,2014,4,TOT,NFL,54,42,324,161,1890,11.74,8,35,49.70%,5.83
356,Cordarrelle Patterson,2013,2019,7,TOT,NFL,99,32,291,187,1884,10.07,10,19,64.30%,6.47
357,Jeff Query,1989,1995,7,TOT,NFL,86,22,160,141,1865,13.23,11,21.7,,
358,Reche Caldwell,2002,2007,6,TOT,NFL,71,29,273,152,1851,12.18,11,26.1,55.70%,6.78
359,Reidel Anthony,1997,2001,5,TAM,NFL,73,38,296,144,1846,12.82,16,25.3,48.60%,6.24
360,Tavon Austin,2013,2019,7,TOT,NFL,84,50,343,204,1842,9.03,14,21.9,59.50%,5.37
361,Chris Henry,2005,2009,5,CIN,NFL,55,12,232,119,1826,15.34,21,33.2,51.30%,7.87
362,Derrick Mayes,1996,2000,5,TOT,NFL,58,32,245,145,1823,12.57,16,31.4,59.20%,7.44
363,Richard Johnson,1989,1990,2,DET,NFL,32,31,,134,1818,13.57,14,56.8,,
364,Nate Lewis,1990,1995,6,TOT,NFL,82,28,164,130,1802,13.86,13,22,,
365,Mike Sims-Walker,2008,2011,4,TOT,NFL,44,32,254,134,1798,13.42,14,40.9,52.80%,7.08
366,Mike Thomas,2009,2012,4,TOT,NFL,61,32,295,176,1796,10.2,7,29.4,59.70%,6.09
367,Kenny Golladay,2017,2019,3,DET,NFL,30,22,203,117,1783,15.24,12,59.4,57.60%,8.78
368,Chris Givens,2012,2015,4,TOT,NFL,60,31,237,107,1779,16.63,5,29.7,45.10%,7.51
369,Rod Streater,2012,2018,7,TOT,NFL,55,21,215,127,1755,13.82,10,31.9,59.10%,8.16
370,Chris Godwin,2017,2019,3,TAM,NFL,36,11,184,119,1753,14.73,12,48.7,64.70%,9.53
371,Charles Wilson,1990,1995,6,TOT,NFL,76,21,185,113,1750,15.49,11,23,,
372,Dante Hall,2000,2008,9,TOT,NFL,112,11,254,162,1747,10.78,9,15.6,63.80%,6.88
373,Mohamed Massaquoi,2009,2012,4,CLE,NFL,54,43,275,118,1745,14.79,7,32.3,42.90%,6.35
374,Will Fuller,2016,2019,4,HTX,NFL,35,34,210,121,1744,14.41,13,49.8,57.60%,8.3
375,Andre Holmes,2012,2018,7,TOT,NFL,94,25,257,128,1744,13.63,15,18.6,49.80%,6.79
376,Kevin Lockett,1997,2003,7,TOT,NFL,86,10,236,130,1738,13.37,8,20.2,55.10%,7.36
377,Charlie Jones,1996,1999,4,SDG,NFL,54,27,280,129,1736,13.46,9,32.1,46.10%,6.2
378,Derek Hagan,2006,2014,9,TOT,NFL,100,13,265,148,1734,11.72,7,17.3,55.80%,6.54
379,Keith Poole,1997,2001,5,TOT,NFL,54,26,190,96,1734,18.06,11,32.1,50.50%,9.13
380,Greg Camarillo,2006,2012,7,TOT,NFL,80,28,228,146,1730,11.85,5,21.6,64.00%,7.59
381,Kamar Aiken,2011,2018,8,TOT,NFL,71,28,260,149,1725,11.58,9,24.3,57.30%,6.63
382,Perry Kemp,1989,1991,3,GNB,NFL,46,41,,134,1721,12.84,6,37.4,,
383,Paul Richardson,2014,2019,6,TOT,NFL,58,26,220,133,1713,12.88,12,29.5,60.50%,7.79
384,Stephen Baker,1989,1992,4,NYG,NFL,62,36,59,86,1654,19.23,12,26.7,,
385,Greg McMurtry,1990,1994,5,TOT,NFL,67,44,135,128,1631,12.74,5,24.3,,
386,Keary Colbert,2004,2011,8,TOT,NFL,75,49,267,130,1629,12.53,8,21.7,48.70%,6.1
387,Mark Seay,1993,1997,5,TOT,NFL,61,16,235,135,1629,12.07,10,26.7,57.40%,6.93
388,Quincy Enunwa,2014,2019,6,NYJ,NFL,41,30,222,119,1617,13.59,5,39.4,53.60%,7.28
389,Mike Young,1989,1994,6,TOT,NFL,63,14,32,109,1613,14.8,10,25.6,,
390,David Terrell,2001,2005,5,TOT,NFL,54,29,248,128,1602,12.52,9,29.7,51.60%,6.46
391,Desmond Howard,1992,2002,11,TOT,NFL,156,29,263,123,1597,12.98,7,10.2,46.80%,6.07
392,Alexander Wright,1990,1996,7,TOT,NFL,86,43,145,101,1597,15.81,10,18.6,,
393,Brian Quick,2012,2018,7,TOT,NFL,84,28,221,114,1593,13.97,10,19,51.60%,7.21
394,D.J. Hackett,2005,2008,4,TOT,NFL,42,16,184,118,1575,13.35,9,37.5,64.10%,8.56
395,Patrick Jeffers,1996,2001,6,TOT,NFL,46,11,175,98,1563,15.95,14,34,56.00%,8.93
396,Terrelle Pryor,2011,2018,8,TOT,NFL,51,30,216,115,1563,13.59,7,30.6,53.20%,7.24
397,Markus Wheaton,2013,2018,6,TOT,NFL,59,22,204,110,1559,14.17,8,26.4,53.90%,7.64
398,Lamar Thomas,1993,1998,6,TOT,NFL,73,13,197,106,1558,14.7,10,21.3,53.80%,7.91
399,Doug Gabriel,2003,2006,4,TOT,NFL,57,12,206,101,1550,15.35,8,27.2,49.00%,7.52
400,Derrius Thompson,1999,2004,6,TOT,NFL,69,29,206,105,1543,14.7,9,22.4,51.00%,7.49
401,David Nelson,2010,2014,5,TOT,NFL,50,28,225,138,1530,11.09,10,30.6,61.30%,6.8
402,Samie Parker,2004,2007,4,KAN,NFL,47,31,180,110,1529,13.9,7,32.5,61.10%,8.49
403,Mike Williams,2005,2011,7,TOT,NFL,56,30,246,127,1526,12.02,5,27.3,51.60%,6.2
404,Andre Caldwell,2008,2015,8,TOT,NFL,105,18,274,156,1509,9.67,11,14.4,56.90%,5.51
405,Roscoe Parrish,2005,2012,8,TOT,NFL,90,14,231,134,1502,11.21,7,16.7,58.00%,6.5
406,Kelley Washington,2003,2010,8,TOT,NFL,91,8,192,120,1500,12.5,12,16.5,62.50%,7.81
407,Bruce Hill,1989,1991,3,TAM,NFL,35,35,,109,1499,13.75,12,42.8,,
408,Terrence Wilkins,1999,2006,8,TOT,NFL,72,22,196,124,1497,12.07,7,20.8,63.30%,7.64
409,Early Doucet,2008,2012,5,CRD,NFL,54,14,250,139,1491,10.73,7,27.6,55.60%,5.96
410,Anthony Edwards,1989,1997,9,TOT,NFL,106,2,188,107,1478,13.81,5,13.9,,
411,JJ Nelson,2015,2019,5,TOT,NFL,58,16,186,85,1475,17.35,11,25.4,45.70%,7.93
412,Russell Copeland,1993,1998,6,TOT,NFL,72,22,214,103,1460,14.17,2,20.3,48.10%,6.82
413,Domenik Hixon,2007,2013,7,TOT,NFL,76,13,176,109,1460,13.39,7,19.2,61.90%,8.3
414,Jaron Brown,2013,2019,7,TOT,NFL,92,17,195,108,1459,13.51,14,15.9,55.40%,7.48
415,Chris Conley,2015,2019,5,TOT,NFL,57,36,187,117,1455,12.44,7,25.5,62.60%,7.78
416,Corey Davis,2017,2019,3,OTI,NFL,31,28,195,110,1439,13.08,5,46.4,56.40%,7.38
417,Emile Harry,1989,1992,4,TOT,NFL,55,15,9,115,1438,12.5,7,26.1,,
418,Phillip Dorsett,2015,2019,5,TOT,NFL,61,11,181,110,1434,13.04,9,23.5,60.80%,7.92
419,Shawn Collins,1989,1993,5,TOT,NFL,49,25,16,98,1433,14.62,5,29.2,,
420,Aldrick Robinson,2012,2018,7,TOT,NFL,84,5,180,86,1422,16.53,14,16.9,47.80%,7.9
421,Leonard Hankerson,2011,2015,5,TOT,NFL,41,14,174,107,1408,13.16,9,34.3,61.50%,8.09
422,Lake Dawson,1994,1997,4,KAN,NFL,43,26,189,103,1406,13.65,10,32.7,54.50%,7.44
423,Brandon Jones,2005,2009,5,TOT,NFL,59,27,201,113,1398,12.37,9,23.7,56.20%,6.96
424,Danario Alexander,2010,2012,3,TOT,NFL,28,13,159,83,1395,16.81,10,49.8,52.20%,8.77
425,Keith McKeller,1989,1993,5,BUF,NFL,67,44,20,115,1384,12.03,11,20.7,,
426,Brian Brennan,1989,1992,4,TOT,NFL,60,10,32,123,1370,11.14,4,22.8,,
427,Todd Kinchen,1992,1998,7,TOT,NFL,83,2,146,95,1358,14.29,10,16.4,65.10%,9.3
428,Justin Hunter,2013,2018,6,TOT,NFL,60,19,186,85,1349,15.87,13,22.5,45.70%,7.25
429,Hart Lee Dykes,1989,1990,2,NWE,NFL,26,16,,83,1344,16.19,7,51.7,,
430,Ryan Grant,2014,2019,6,TOT,NFL,80,26,202,123,1333,10.84,7,16.7,60.90%,6.6
431,Damian Williams,2010,2014,5,TOT,NFL,57,17,191,107,1327,12.4,5,23.3,56.00%,6.95
432,Aubrey Matthews,1989,1996,8,TOT,NFL,95,15,103,107,1319,12.33,4,13.9,,
433,Anthony Gonzalez,2007,2011,5,CLT,NFL,40,12,141,99,1307,13.2,7,32.7,70.20%,9.27
434,Marc Edwards,1997,2005,9,TOT,NFL,132,82,239,167,1301,7.79,10,9.9,69.90%,5.44
435,Patrick Johnson,1998,2005,8,TOT,NFL,70,23,194,84,1286,15.31,10,18.4,43.30%,6.63
436,Mark Bradley,2005,2009,5,TOT,NFL,57,18,196,92,1283,13.95,9,22.5,46.90%,6.55
437,Anthony Morgan,1991,1996,6,TOT,NFL,64,14,129,87,1283,14.75,12,20,,
438,Justin Blackmon,2012,2014,3,JAX,NFL,20,18,180,93,1280,13.76,6,64,51.70%,7.11
439,Arthur Marshall,1992,1996,5,TOT,NFL,68,10,157,87,1267,14.56,4,18.6,55.40%,8.07
440,Jerheme Urban,2004,2011,8,TOT,NFL,53,7,150,91,1266,13.91,8,23.9,60.70%,8.44
441,David Dunn,1995,2001,7,TOT,NFL,88,5,164,91,1264,13.89,4,14.4,55.50%,7.71
442,Freddie Mitchell,2001,2004,4,PHI,NFL,63,17,171,90,1263,14.03,5,20,52.60%,7.39
443,Keelan Cole,2017,2019,3,JAX,NFL,36,17,154,81,1258,15.53,4,34.9,52.60%,8.17
444,Roydell Williams,2005,2010,6,TOT,NFL,56,16,171,92,1248,13.57,6,22.3,53.80%,7.3
445,Brice Butler,2013,2018,6,TOT,NFL,69,8,143,79,1237,15.66,9,17.9,55.20%,8.65
446,Legedu Naanee,2007,2012,6,TOT,NFL,73,21,180,108,1232,11.41,4,16.9,60.00%,6.84
447,Isaac Byrd,1997,2002,6,TOT,NFL,61,21,179,93,1229,13.22,6,20.1,52.00%,6.87
448,Cedric Tillman,1992,1995,4,TOT,NFL,52,10,142,87,1227,14.1,7,23.6,61.30%,8.64
449,Dane Looker,2002,2008,7,RAM,NFL,91,8,191,112,1224,10.93,5,13.5,58.60%,6.41
450,Ben Obomanu,2007,2013,7,TOT,NFL,69,13,154,88,1217,13.83,7,17.6,57.10%,7.9
451,Dede Westbrook,2017,2019,3,JAX,NFL,27,17,178,109,1201,11.02,7,44.5,61.20%,6.75
452,Jeff Chadwick,1989,1992,4,TOT,NFL,54,3,61,87,1199,13.78,10,22.2,,
453,Devin Aromashodu,2007,2012,6,TOT,NFL,61,11,190,78,1193,15.29,5,19.6,41.10%,6.28
454,Deonte Thompson,2012,2018,7,TOT,NFL,66,22,164,94,1193,12.69,4,18.1,57.30%,7.27
455,Chaz Schilens,2008,2012,5,TOT,NFL,59,25,168,100,1191,11.91,9,20.2,59.50%,7.09
456,Tim Barnett,1991,1993,3,KAN,NFL,44,11,77,82,1188,14.49,10,27,,
457,Bryan Still,1996,1999,4,TOT,NFL,52,14,167,83,1181,14.23,2,22.7,49.70%,7.07
458,Josh Cribbs,2005,2014,10,TOT,NFL,136,31,185,110,1175,10.68,7,8.6,59.50%,6.35
459,Daryl Hobbs,1993,1997,5,TOT,NFL,59,4,186,94,1172,12.47,7,19.9,50.50%,6.3
460,Antonio Chatman,2003,2008,6,TOT,NFL,74,7,197,114,1160,10.18,6,15.7,57.90%,5.89
461,Odessa Turner,1989,1993,5,TOT,NFL,56,16,24,77,1156,15.01,6,20.6,,
462,Aaron Cox,1989,1993,5,TOT,NFL,66,13,30,74,1142,15.43,3,17.3,,
463,Troy Walters,2000,2007,8,TOT,NFL,98,9,143,102,1135,11.13,9,11.6,71.30%,7.94
464,Fred Banks,1989,1993,5,TOT,NFL,56,4,43,76,1134,14.92,5,20.3,,
465,Troy Williamson,2005,2009,5,TOT,NFL,49,24,184,87,1131,13,4,23.1,47.30%,6.15
466,Ruvell Martin,2006,2012,7,TOT,NFL,82,9,140,76,1129,14.86,7,13.8,54.30%,8.06
467,Cameron Meredith,2015,2018,4,TOT,NFL,31,11,123,86,1122,13.05,5,36.2,69.90%,9.12
468,Ron Morris,1989,1992,4,CHI,NFL,38,25,10,73,1114,15.26,4,29.3,,
469,Chester Rogers,2016,2019,4,CLT,NFL,45,17,153,101,1114,11.03,4,24.8,66.00%,7.28
470,Jim Jensen,1989,1992,4,MIA,NFL,50,3,,126,1105,8.77,9,22.1,,
471,Josh Doctson,2016,2018,3,WAS,NFL,33,26,162,81,1100,13.58,8,33.3,50.00%,6.79
472,Brandon Coleman,2014,2017,4,NOR,NFL,48,14,124,79,1099,13.91,8,22.9,63.70%,8.86
473,Brandon Tate,2009,2018,10,TOT,NFL,127,20,130,71,1099,15.48,7,8.7,54.60%,8.45
474,Hank Baskett,2006,2010,5,TOT,NFL,67,11,132,77,1098,14.26,6,16.4,58.30%,8.32
475,Rashied Davis,2005,2011,7,TOT,NFL,103,15,181,92,1095,11.9,5,10.6,50.80%,6.05
476,Tim Carter,2002,2009,8,TOT,NFL,71,11,173,81,1090,13.46,4,15.4,46.80%,6.3
477,Leonard Harris,1989,1994,6,TOT,NFL,60,11,86,82,1076,13.12,8,17.9,,
478,Kelly Campbell,2002,2004,3,MIN,NFL,37,11,110,57,1062,18.63,8,28.7,51.80%,9.65
479,Chansi Stuckey,2008,2011,4,TOT,NFL,55,10,182,106,1062,10.02,5,19.3,58.20%,5.84
480,D'Wayne Bates,1999,2003,5,TOT,NFL,47,21,137,80,1061,13.26,6,22.6,58.40%,7.74
481,Preston Parker,2010,2015,6,TOT,NFL,45,8,144,85,1057,12.44,5,23.5,59.00%,7.34
482,D.J. Moore,2018,2019,2,CAR,NFL,20,14,113,75,1049,13.99,3,52.5,66.40%,9.28
483,Kevin Ogletree,2009,2014,6,TOT,NFL,69,4,149,83,1049,12.64,6,15.2,55.70%,7.04
484,Dennis Gentry,1989,1992,4,CHI,NFL,60,12,30,90,1046,11.62,3,17.4,,
485,Jason Hill,2007,2012,6,TOT,NFL,54,13,137,78,1043,13.37,9,19.3,56.90%,7.61
486,Aaron Bailey,1994,1998,5,CLT,NFL,64,9,134,67,1040,15.52,6,16.3,50.00%,7.76
487,Zay Jones,2017,2019,3,BUF,NFL,35,27,194,90,1037,11.52,9,29.6,46.40%,5.35
488,Austin Pettis,2011,2014,4,TOT,NFL,51,11,176,107,1034,9.66,9,20.3,60.80%,5.88
489,Thomas Lewis,1994,1997,4,NYG,NFL,34,15,155,74,1032,13.95,5,30.4,47.70%,6.66
490,Alvis Whitted,1998,2006,9,TOT,NFL,123,24,181,74,1030,13.92,6,8.4,40.90%,5.69
491,Calvin Ridley,2018,2019,2,ATL,NFL,20,8,115,80,1028,12.85,12,51.4,69.60%,8.94
492,Josh Bellamy,2012,2019,8,TOT,NFL,78,14,147,78,1019,13.06,5,13.1,53.10%,6.93
493,Corey Brown,2014,2016,3,CAR,NFL,43,22,143,79,1019,12.9,7,23.7,55.20%,7.13
494,Terrance Copper,2004,2012,9,TOT,NFL,125,12,147,84,1018,12.12,6,8.1,57.10%,6.93
495,Courtland Sutton,2018,2019,2,DEN,NFL,20,12,115,64,1013,15.83,6,50.7,55.70%,8.81
496,Demetrius Williams,2006,2010,5,TOT,NFL,46,4,134,63,1008,16,4,21.9,47.00%,7.52
497,Rashard Higgins,2016,2019,4,CLE,NFL,45,6,118,74,1007,13.61,6,22.4,62.70%,8.53
498,Tiquan Underwood,2009,2013,5,TOT,NFL,45,10,129,63,1006,15.97,6,22.4,48.80%,7.8
499,J.T. Smith,1989,1990,2,CRD,NFL,22,16,,80,1003,12.54,7,45.6,,
500,Tony Simmons,1998,2002,5,TOT,NFL,49,9,124,58,998,17.21,6,20.4,46.80%,8.05
501,Bennie Fowler,2014,2019,6,TOT,NFL,59,12,152,84,996,11.86,6,16.9,55.30%,6.55
502,Chris Jones,1995,1997,3,PHI,NFL,32,17,132,80,993,12.41,5,31,60.60%,7.52
503,Arrelious Benn,2010,2017,8,TOT,NFL,61,24,107,65,990,15.23,6,16.2,60.70%,9.25
504,Titus Young,2011,2012,2,DET,NFL,26,17,142,81,990,12.22,10,38.1,57.00%,6.97
505,MarTay Jenkins,1999,2002,4,CRD,NFL,40,6,137,70,987,14.1,4,24.7,51.10%,7.2
