Rk,Player,From,To,No of Season,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
506,Brad Smith,2006,2014,9,TOT,NFL,127,24,190,104,987,9.49,5,7.8,54.70%,5.19
507,Anthony Armstrong,2010,2012,3,TOT,NFL,35,13,122,54,986,18.26,5,28.2,44.30%,8.08
508,Drew Carter,2005,2007,3,CAR,NFL,33,9,141,71,977,13.76,8,29.6,50.40%,6.93
509,Eric Guliford,1993,1998,6,TOT,NFL,52,13,150,67,975,14.55,2,18.8,44.70%,6.5
510,Cedric Jones,1989,1990,2,NWE,NFL,29,14,,69,971,14.07,6,33.5,,
511,David Anderson,2006,2011,6,TOT,NFL,67,10,134,88,965,10.97,4,14.4,65.70%,7.2
512,Charles Lee,2000,2005,6,TOT,NFL,44,9,111,72,957,13.29,3,21.8,64.90%,8.62
513,Willie Drewrey,1989,1993,5,TOT,NFL,73,3,28,64,954,14.91,6,13.1,,
514,Niles Paul,2011,2018,8,TOT,NFL,88,27,114,78,954,12.23,2,10.8,68.40%,8.37
515,Vincent Brown,2011,2015,5,TOT,NFL,38,16,133,73,941,12.89,3,24.8,54.90%,7.08
516,Dorial Green-Beckham,2015,2016,2,TOT,NFL,31,12,141,68,941,13.84,6,30.4,48.20%,6.67
517,Floyd Dixon,1989,1992,4,TOT,NFL,49,10,5,78,938,12.03,7,19.1,,
518,Breshad Perriman,2016,2019,4,TOT,NFL,41,6,138,62,932,15.03,5,22.7,44.90%,6.75
519,Tajae Sharpe,2016,2019,4,OTI,NFL,36,24,137,71,932,13.13,4,25.9,51.80%,6.8
520,Mike Williams,2017,2019,3,SDG,NFL,29,9,104,62,916,14.77,10,31.6,59.60%,8.81
521,Billy Davis,1995,2000,6,TOT,NFL,93,12,102,51,907,17.78,3,9.8,50.00%,8.89
522,Ty Montgomery,2015,2019,5,TOT,NFL,45,14,150,110,907,8.25,3,20.2,73.30%,6.05
523,Kenbrell Thompkins,2013,2015,3,TOT,NFL,33,17,150,70,893,12.76,4,27.1,46.70%,5.95
524,Marlon Brown,2013,2015,3,RAV,NFL,38,15,143,87,891,10.24,7,23.4,60.80%,6.23
525,Matthew Hatchette,1997,2003,7,TOT,NFL,65,8,132,60,887,14.78,6,13.6,45.50%,6.72
526,Donald Jones,2010,2012,3,BUF,NFL,35,22,154,82,887,10.82,6,25.3,53.20%,5.76
527,Quinton Patton,2013,2016,4,SFO,NFL,40,18,133,73,880,12.05,1,22,54.90%,6.62
528,Dwayne Harris,2011,2019,9,TOT,NFL,105,12,122,77,874,11.35,8,8.3,63.10%,7.16
529,Victor Bailey,1993,1996,4,TOT,NFL,34,10,119,62,868,14,2,25.5,52.10%,7.29
530,Justin Armour,1995,1999,5,TOT,NFL,39,16,133,64,861,13.45,7,22.1,48.10%,6.47
531,Scotty Anderson,2001,2003,3,DET,NFL,34,8,121,54,858,15.89,4,25.2,44.60%,7.09
532,Jordan Shipley,2010,2012,3,TOT,NFL,24,6,118,79,858,10.86,4,35.8,66.90%,7.27
533,T.J. Jones,2014,2019,6,TOT,NFL,45,9,111,67,852,12.72,5,18.9,60.40%,7.68
534,Terry Mickens,1994,1999,6,TOT,NFL,79,10,142,70,851,12.16,4,10.8,49.30%,5.99
535,Stanley Morgan,1989,1990,2,TOT,NFL,26,16,,51,850,16.67,8,32.7,,
536,Jacoby Ford,2010,2013,4,RAI,NFL,38,13,111,57,848,14.88,3,22.3,51.40%,7.64
537,George Thomas,1989,1992,4,TOT,NFL,51,10,13,56,848,15.14,3,16.6,,
538,Russell Shepard,2013,2019,7,TOT,NFL,87,9,116,60,847,14.12,6,9.7,51.70%,7.3
539,Derek Hill,1989,1990,2,PIT,NFL,32,20,,53,846,15.96,1,26.4,,
540,Jordan Norwood,2009,2016,8,TOT,NFL,42,15,120,79,844,10.68,2,20.1,65.80%,7.03
541,Jo-Jo Townsell,1989,1990,2,NYJ,NFL,25,6,,49,844,17.22,5,33.8,,
542,Stedman Bailey,2013,2015,3,RAM,NFL,38,8,96,59,843,14.29,2,22.2,61.50%,8.78
543,Paul Skansi,1989,1991,3,SEA,NFL,37,1,,70,841,12.01,7,22.7,,
544,Geronimo Allison,2016,2019,4,GNB,NFL,34,8,102,63,834,13.24,6,24.5,61.80%,8.18
545,Charles Johnson,2014,2016,3,MIN,NFL,39,17,109,60,834,13.9,2,21.4,55.00%,7.65
546,Christian Kirk,2018,2019,2,CRD,NFL,16,11,105,67,832,12.42,3,52,63.80%,7.92
547,Clarence Verdin,1989,1994,6,TOT,NFL,91,13,17,60,830,13.83,3,9.1,,
548,Jeremy McDaniel,1999,2001,3,BUF,NFL,24,6,83,54,826,15.3,2,34.4,65.10%,9.95
549,Eli Rogers,2016,2018,3,PIT,NFL,30,15,116,78,822,10.54,4,27.4,67.20%,7.09
550,Charles Jordan,1994,1999,6,TOT,NFL,47,3,101,46,817,17.76,5,17.4,45.50%,8.09
551,Curtis Samuel,2017,2019,3,CAR,NFL,26,16,122,70,817,11.67,6,31.4,57.40%,6.7
552,Rae Carruth,1997,1999,3,CAR,NFL,22,20,112,62,804,12.97,4,36.5,55.40%,7.18
553,Justin Hardy,2015,2019,5,ATL,NFL,61,5,125,81,798,9.85,9,13.1,64.80%,6.38
554,Tony Jones,1990,1993,4,TOT,NFL,43,4,30,63,798,12.67,9,18.6,,
555,Marquez Valdes-Scantling,2018,2019,2,GNB,NFL,20,14,101,54,798,14.78,3,39.9,53.50%,7.9
556,Ron Dugans,2000,2002,3,CIN,NFL,46,13,156,89,797,8.96,3,17.3,57.10%,5.11
557,Bryan Gilmore,2000,2007,8,TOT,NFL,81,16,153,53,794,14.98,5,9.8,34.60%,5.19
558,T.J. Graham,2012,2015,4,TOT,NFL,47,18,128,61,794,13.02,4,16.9,47.70%,6.2
559,Clarence Weathers,1989,1991,3,TOT,NFL,43,0,,68,794,11.68,1,18.5,,
560,Brian Stablein,1995,2000,6,TOT,NFL,87,6,136,77,792,10.29,3,9.1,56.60%,5.82
561,Corey Coleman,2016,2018,3,TOT,NFL,27,19,139,61,789,12.93,5,29.2,43.90%,5.68
562,Trevor Gaylor,2000,2002,3,TOT,NFL,34,7,119,52,784,15.08,4,23.1,43.70%,6.59
563,Deion Sanders*,1989,2005,17,TOT,NFL,188,157,112,60,784,13.07,3,4.2,,
564,Kendrick Bourne,2017,2019,3,SFO,NFL,30,8,107,61,779,12.77,4,26,57.00%,7.28
565,Johnnie Lee Higgins,2007,2010,4,RAI,NFL,60,11,125,57,779,13.67,4,13,45.60%,6.23
566,Louis Clark,1989,1992,4,SEA,NFL,46,15,57,66,778,11.79,4,16.9,,
567,Marquess Wilson,2013,2016,4,CHI,NFL,31,14,102,56,777,13.88,3,25.1,54.90%,7.62
568,Darnerien McCants,2002,2005,4,TOT,NFL,41,3,114,58,774,13.34,8,18.9,50.90%,6.79
569,Freddie Solomon,1996,1998,3,PHI,NFL,43,6,115,58,773,13.33,4,18,50.40%,6.72
570,Lavelle Hawkins,2008,2013,6,TOT,NFL,56,4,120,71,771,10.86,1,13.8,59.20%,6.43
571,Bruce Ellington,2014,2018,5,TOT,NFL,44,9,130,79,769,9.73,5,17.5,60.80%,5.92
572,Ricky Nattiel,1989,1992,4,DEN,NFL,43,3,,44,768,17.45,5,17.9,,
573,Kassim Osgood,2003,2014,12,TOT,NFL,179,17,110,45,766,17.02,5,4.3,40.90%,6.96
574,Steve Tasker,1989,1997,9,BUF,NFL,127,10,85,49,760,15.51,9,6,,
575,Demarcus Robinson,2016,2019,4,KAN,NFL,52,16,93,57,750,13.16,7,14.4,61.30%,8.06
576,Sam Hurd,2006,2011,6,TOT,NFL,77,6,98,53,739,13.94,2,9.6,54.10%,7.54
577,Cody Latimer,2014,2019,6,TOT,NFL,54,8,89,52,739,14.21,4,13.7,58.40%,8.3
578,Michael Gallup,2018,2019,2,DAL,NFL,18,10,83,46,733,15.93,2,40.7,55.40%,8.83
579,Jarrett Boykin,2012,2014,3,GNB,NFL,39,11,101,57,731,12.82,3,18.7,56.40%,7.24
580,Billy McMullen,2003,2008,6,TOT,NFL,49,2,118,52,725,13.94,3,14.8,44.10%,6.14
581,Chris Walsh,1992,2002,11,TOT,NFL,139,4,99,67,719,10.73,4,5.2,67.70%,7.26
582,Mike Farr,1990,1992,3,DET,NFL,42,30,21,69,716,10.38,1,17,,
583,Lionel Manuel,1989,1990,2,NYG,NFL,30,12,,44,708,16.09,1,23.6,,
584,Greg Salas,2011,2016,6,TOT,NFL,29,3,85,50,704,14.08,1,24.3,58.80%,8.28
585,Kris Durham,2011,2014,4,TOT,NFL,27,16,121,55,699,12.71,3,25.9,45.50%,5.78
586,Aaron Dobson,2013,2015,3,NWE,NFL,24,13,98,53,698,13.17,4,29.1,54.10%,7.12
587,Marc Boerigter,2002,2005,4,KAN,NFL,41,2,80,39,697,17.87,8,17,48.80%,8.71
588,Taywan Taylor,2017,2019,3,TOT,NFL,32,10,85,53,697,13.15,2,21.8,62.40%,8.2
589,Ron Dixon,2000,2002,3,NYG,NFL,37,3,81,36,696,19.33,4,18.8,44.40%,8.59
590,Keshawn Martin,2012,2016,5,TOT,NFL,58,10,117,62,685,11.05,5,11.8,53.00%,5.85
591,Sam Aiken,2003,2010,8,TOT,NFL,95,11,94,48,684,14.25,2,7.2,51.10%,7.28
592,Bryan Walters,2011,2016,6,TOT,NFL,42,5,94,65,683,10.51,3,16.3,69.10%,7.27
593,Will Blackwell,1997,2001,5,PIT,NFL,47,2,124,67,682,10.18,2,14.5,54.00%,5.5
594,Sylvester Morris,2000,2000,1,KAN,NFL,15,14,105,48,678,14.13,3,45.2,45.70%,6.46
595,Ray Crittenden,1993,1997,5,TOT,NFL,34,4,101,44,672,15.27,4,19.8,43.60%,6.65
596,Lonzell Hill,1989,1990,2,NOR,NFL,29,12,,51,671,13.16,4,23.1,,
597,Maurice Stovall,2006,2012,7,TOT,NFL,81,12,92,52,668,12.85,3,8.2,56.50%,7.26
598,E.G. Green,1998,2000,3,CLT,NFL,29,4,101,54,665,12.31,2,22.9,53.50%,6.58
599,JaJuan Dawson,2000,2002,3,TOT,NFL,30,4,87,52,664,12.77,2,22.1,59.80%,7.63
600,Darrin Chiaverini,1999,2002,4,TOT,NFL,49,10,131,62,662,10.68,7,13.5,47.30%,5.05
601,Lawyer Tillman,1989,1995,7,TOT,NFL,37,10,73,38,658,17.32,3,17.8,,
602,David Tyree,2003,2009,7,TOT,NFL,83,5,95,54,650,12.04,4,7.8,56.80%,6.84
603,Trent Taylor,2017,2018,2,SFO,NFL,29,1,101,69,645,9.35,3,22.2,68.30%,6.39
604,Sammie Stroughter,2009,2012,4,TAM,NFL,33,4,107,60,639,10.65,1,19.4,56.10%,5.97
605,Larry Foster,2000,2003,4,TOT,NFL,37,6,105,54,617,11.43,1,16.7,51.40%,5.88
606,Deon Butler,2009,2012,4,SEA,NFL,35,8,119,57,611,10.72,4,17.5,47.90%,5.13
607,Danny Farmer,2000,2002,3,CIN,NFL,33,4,71,43,611,14.21,1,18.5,60.60%,8.61
608,Jonathan Baldwin,2011,2013,3,TOT,NFL,33,11,108,44,607,13.8,2,18.4,40.70%,5.62
609,Rob Carpenter,1991,1995,5,TOT,NFL,60,5,95,51,607,11.9,1,10.1,,
610,Bethel Johnson,2003,2006,4,TOT,NFL,50,9,80,39,606,15.54,4,12.1,48.80%,7.58
611,Derick Armstrong,2003,2005,3,HTX,NFL,35,5,64,45,605,13.44,2,17.3,70.30%,9.45
612,Andre Coleman,1994,1998,5,TOT,NFL,58,10,92,43,602,14,3,10.4,46.70%,6.54
613,Damaris Johnson,2012,2015,4,TOT,NFL,44,9,83,52,601,11.56,1,13.7,62.70%,7.24
614,Stephen Hill,2012,2014,3,TOT,NFL,23,19,106,45,594,13.2,4,25.8,42.50%,5.6
615,Chris Thomas,1995,2001,7,TOT,NFL,76,5,83,51,592,11.61,1,7.8,61.40%,7.13
616,Dennis McKinnon,1989,1990,2,TOT,NFL,25,17,,42,590,14.05,4,23.6,,
617,Antonio Callaway,2018,2018,1,CLE,NFL,16,11,79,43,586,13.63,5,36.6,54.40%,7.42
618,Devard Darling,2004,2008,5,TOT,NFL,46,10,74,37,578,15.62,4,12.6,50.00%,7.81
619,Randy Hymes,2002,2005,4,RAV,NFL,37,12,92,43,578,13.44,4,15.6,46.70%,6.28
620,Jason McAddley,2002,2005,4,TOT,NFL,34,11,100,38,578,15.21,1,17,38.00%,5.78
621,Jason Phillips,1989,1993,5,TOT,NFL,58,8,10,49,578,11.8,2,10,,
622,Pat Coleman,1990,1994,5,TOT,NFL,52,3,70,42,575,13.69,2,11.1,,
623,Kyle Williams,2010,2014,5,TOT,NFL,39,9,81,47,574,12.21,4,14.7,58.00%,7.09
624,Pete Mandley,1989,1990,2,KAN,NFL,18,14,,42,573,13.64,1,31.8,,
625,Jason Tucker,1999,2000,2,DAL,NFL,31,11,73,36,565,15.69,2,18.2,49.30%,7.74
626,Tamarick Vanover,1995,2002,8,TOT,NFL,77,6,82,39,564,14.46,3,7.3,47.60%,6.88
627,Ricardo Louis,2016,2017,2,CLE,NFL,32,12,96,45,562,12.49,0,17.6,46.90%,5.85
628,Craig Davis,2007,2010,4,SDG,NFL,25,2,87,51,558,10.94,2,22.3,58.60%,6.41
629,Will Moore,1995,1998,4,TOT,NFL,43,14,89,48,558,11.63,1,13,53.90%,6.27
630,Wesley Carroll,1991,1993,3,TOT,NFL,40,5,65,42,557,13.26,3,13.9,,
631,Michael Lewis,2001,2007,7,TOT,NFL,76,2,57,28,553,19.75,1,7.3,49.10%,9.7
632,Gary Wellman,1992,1994,3,OTI,NFL,28,3,88,41,542,13.22,1,19.4,46.60%,6.16
633,Robert Foster,2018,2019,2,BUF,NFL,16,3,47,27,541,20.04,3,33.8,57.40%,11.51
634,Josh Reynolds,2017,2019,3,RAM,NFL,37,9,85,42,540,12.86,6,14.6,49.40%,6.35
635,Ace Sanders,2013,2014,2,JAX,NFL,27,4,94,57,539,9.46,1,20,60.60%,5.73
636,Nate Singleton,1993,1997,5,TOT,NFL,44,3,53,38,539,14.18,4,12.3,71.70%,10.17
637,John Ross,2017,2019,3,CIN,NFL,20,15,92,37,538,14.54,10,26.9,40.20%,5.85
638,Mike Brown,2012,2014,3,JAX,NFL,18,8,72,39,534,13.69,2,29.7,54.20%,7.42
639,Griff Whalen,2012,2017,6,TOT,NFL,43,3,79,51,532,10.43,3,12.4,64.60%,6.73
640,Sammie Coates,2015,2018,4,TOT,NFL,45,6,64,29,528,18.21,2,11.7,45.30%,8.25
641,Tyrone Brown,1995,1996,2,ATL,NFL,15,9,83,45,523,11.62,1,34.9,54.20%,6.3
642,Jakeem Grant,2016,2019,4,MIA,NFL,46,3,76,43,523,12.16,4,11.4,56.60%,6.88
643,Josh Huff,2014,2016,3,TOT,NFL,37,6,83,51,523,10.25,4,14.1,61.40%,6.3
644,Reggie Barlow,1996,2003,8,TOT,NFL,82,5,77,39,522,13.38,1,6.4,50.60%,6.78
645,Jeff Campbell,1990,1994,5,TOT,NFL,68,12,28,37,517,13.97,4,7.6,,
646,Laquon Treadwell,2016,2019,4,MIN,NFL,41,15,91,56,517,9.23,1,12.6,61.50%,5.68
647,Snoop Minnis,2001,2002,2,KAN,NFL,15,11,71,34,515,15.15,1,34.3,47.90%,7.25
648,Roger Lewis,2016,2017,2,NYG,NFL,28,9,91,43,513,11.93,4,18.3,47.30%,5.64
649,De'Anthony Thomas,2014,2019,6,KAN,NFL,58,6,87,65,509,7.83,4,8.8,74.70%,5.85
650,David Gettis,2010,2012,3,CAR,NFL,17,13,67,37,508,13.73,3,29.9,55.20%,7.58
651,Jeremy Ross,2012,2016,5,TOT,NFL,51,16,65,43,506,11.77,3,9.9,66.20%,7.78
652,James Dixon,1989,1991,3,DAL,NFL,38,8,,26,503,19.35,2,13.2,,
653,Dezmon Briscoe,2010,2012,3,TOT,NFL,25,2,63,43,502,11.67,7,20.1,68.30%,7.97
654,Tre'Quan Smith,2018,2019,2,NOR,NFL,17,8,49,33,502,15.21,6,29.5,67.30%,10.24
655,Micheal Spurlock,2006,2014,9,TOT,NFL,68,2,77,47,502,10.68,3,7.4,61.00%,6.52
656,Tyrone Calico,2003,2005,3,OTI,NFL,27,8,89,42,501,11.93,4,18.6,47.20%,5.63
657,Darren Waller,2015,2019,5,TOT,NFL,26,8,66,51,498,9.76,2,19.2,77.30%,7.55
658,DJ Chark,2018,2019,2,JAX,NFL,15,3,58,33,495,15,3,33,56.90%,8.53
659,Dante Pettis,2018,2019,2,SFO,NFL,15,8,51,32,494,15.44,6,32.9,62.70%,9.69
660,Ryan Yarborough,1994,1998,5,TOT,NFL,51,6,78,44,494,11.23,3,9.7,56.40%,6.33
661,David Moore,2017,2019,3,SEA,NFL,20,7,59,29,493,17,6,24.7,49.20%,8.36
662,Reggie Swinton,2001,2005,5,TOT,NFL,69,3,73,41,493,12.02,2,7.1,56.20%,6.75
663,Frisman Jackson,2002,2005,4,CLE,NFL,34,0,66,40,490,12.25,1,14.4,60.60%,7.42
664,Chris Moore,2016,2019,4,RAV,NFL,48,4,80,44,490,11.14,4,10.2,55.00%,6.13
665,Brian Robiskie,2009,2013,5,TOT,NFL,38,14,85,43,485,11.28,4,12.8,50.60%,5.71
666,Michael Barber,1989,1992,4,TOT,NFL,41,3,,38,483,12.71,2,11.8,,
667,Devin Thomas,2008,2011,4,TOT,NFL,55,11,78,43,482,11.21,3,8.8,55.10%,6.18
668,Chris Doering,1996,2004,9,TOT,NFL,40,3,80,42,476,11.33,3,11.9,52.50%,5.95
669,Alex Erickson,2016,2019,4,CIN,NFL,52,6,61,44,473,10.75,1,9.1,72.10%,7.75
670,Joe Morgan,2012,2015,4,NOR,NFL,21,8,31,14,471,33.64,3,22.4,45.20%,15.19
671,Randal Williams,2001,2006,6,TOT,NFL,67,16,89,42,471,11.21,0,7,47.20%,5.29
672,Scottie Vines,2004,2005,2,DET,NFL,19,12,80,43,468,10.88,0,24.6,53.80%,5.85
673,Marcus Dowdell,1992,1996,5,TOT,NFL,41,1,65,37,466,12.59,3,11.4,56.90%,7.17
674,Fred Jones,1990,1993,4,KAN,NFL,41,5,53,36,466,12.94,0,11.4,,
675,Andre Brown,1989,1990,2,MIA,NFL,22,0,,27,459,17,5,20.9,,
676,Ricardo Lockette,2011,2015,5,TOT,NFL,34,1,33,22,451,20.5,4,13.3,66.70%,13.67
677,Anthony Miller,2018,2019,2,CHI,NFL,19,4,62,37,451,12.19,7,23.7,59.70%,7.27
678,Dane Sanzenbacher,2011,2014,4,TOT,NFL,43,5,80,43,449,10.44,3,10.4,53.80%,5.61
679,Sam Graddy,1990,1992,3,RAI,NFL,35,1,21,17,447,26.29,3,12.8,,
680,Sean LaChapelle,1993,1996,4,TOT,NFL,22,8,55,29,445,15.34,2,20.2,52.70%,8.09
681,Charles Rogers,2003,2005,3,DET,NFL,15,9,84,36,440,12.22,4,29.3,42.90%,5.24
682,Reggie Rembert,1991,1993,3,CIN,NFL,28,4,50,36,437,12.14,1,15.6,,
683,Maurice Harris,2016,2018,3,WAS,NFL,28,7,65,40,432,10.8,1,15.4,61.50%,6.65
684,Robert Wilson,1998,2001,4,TOT,NFL,48,1,58,32,431,13.47,0,9,55.20%,7.43
685,Tandon Doss,2011,2014,4,TOT,NFL,35,2,55,26,428,16.46,1,12.2,47.30%,7.78
686,Dwayne Jarrett,2007,2010,4,CAR,NFL,32,3,68,35,428,12.23,1,13.4,51.50%,6.29
687,Derek Carrier,2012,2019,8,TOT,NFL,70,19,66,46,427,9.28,2,6.1,69.70%,6.47
688,Quentin McCord,2001,2003,3,ATL,NFL,25,2,47,23,427,18.57,1,17.1,48.90%,9.09
689,Keenan Burton,2008,2009,2,RAM,NFL,22,7,74,38,425,11.18,1,19.3,51.40%,5.74
690,Danan Hughes,1993,1998,6,KAN,NFL,85,3,93,46,425,9.24,4,5,49.50%,4.57
691,Seyi Ajirotutu,2010,2015,6,TOT,NFL,70,2,48,25,424,16.96,3,6.1,52.10%,8.83
692,Sinorice Moss,2006,2009,4,NYG,NFL,37,2,66,39,421,10.79,3,11.4,59.10%,6.38
693,Stepfret Williams,1996,1998,3,TOT,NFL,26,0,65,37,421,11.38,2,16.2,56.90%,6.48
694,Tydus Winans,1994,1996,3,TOT,NFL,25,1,49,23,421,18.3,2,16.8,46.90%,8.59
695,Ryan Broyles,2012,2014,3,DET,NFL,21,6,51,32,420,13.13,2,20,62.70%,8.24
696,Nate Poole,2002,2005,4,TOT,NFL,36,3,56,34,418,12.29,2,11.6,60.70%,7.46
697,James Hundon,1996,1999,4,CIN,NFL,36,3,61,28,416,14.86,4,11.6,45.90%,6.82
698,Brenton Bersin,2014,2017,4,CAR,NFL,42,4,51,32,415,12.97,1,9.9,62.70%,8.14
699,James Williams,2000,2003,4,TOT,NFL,30,4,54,29,410,14.14,1,13.7,53.70%,7.59
700,Darius Watts,2004,2005,2,DEN,NFL,22,2,57,33,407,12.33,1,18.5,57.90%,7.14
701,Steve Largent*,1989,1989,1,SEA,NFL,10,9,,28,403,14.39,3,40.3,,
702,Malcolm Mitchell,2016,2016,1,NWE,NFL,14,6,48,32,401,12.53,4,28.6,66.70%,8.35
703,J.T. Thomas,1995,1998,4,RAM,NFL,51,2,93,34,400,11.76,0,7.8,36.60%,4.3
704,Jarett Dillard,2009,2011,3,JAX,NFL,21,5,58,35,398,11.37,1,19,60.30%,6.86
705,Naaman Roosevelt,2010,2014,5,BUF,NFL,16,1,43,25,396,15.84,1,24.8,58.10%,9.21
706,Wayne Walker,1989,1989,1,SDG,NFL,13,4,,24,395,16.46,1,30.4,,
707,Ramses Barden,2009,2012,4,NYG,NFL,29,1,48,29,394,13.59,0,13.6,60.40%,8.21
708,Zach Pascal,2018,2019,2,CLT,NFL,20,7,56,33,393,11.91,3,19.7,58.90%,7.02
709,Jerrel Jernigan,2011,2014,4,NYG,NFL,34,4,61,38,391,10.29,2,11.5,62.30%,6.41
710,Cody Core,2016,2019,4,TOT,NFL,39,7,64,33,388,11.76,1,9.9,51.60%,6.06
711,Marlon Moore,2010,2015,6,TOT,NFL,70,4,53,26,387,14.88,3,5.5,49.10%,7.3
712,Matt Willis,2007,2012,6,TOT,NFL,43,1,61,30,385,12.83,1,9,49.20%,6.31
713,Taylor Jacobs,2003,2007,5,TOT,NFL,56,7,79,37,384,10.38,2,6.9,46.80%,4.86
714,Walter Stanley,1989,1992,4,TOT,NFL,37,13,8,29,382,13.17,0,10.3,,
715,Jeff Webb,2006,2008,3,KAN,NFL,31,3,74,36,382,10.61,1,12.3,48.60%,5.16
716,Brett Bech,1997,1999,3,NOR,NFL,34,0,42,21,379,18.05,4,11.1,50.00%,9.02
717,Eddie Berlin,2001,2005,5,TOT,NFL,62,1,54,26,379,14.58,2,6.1,48.10%,7.02
718,Macey Brooks,1999,2000,2,CHI,NFL,25,5,77,40,376,9.4,0,15,51.90%,4.88
719,Jeremy Butler,2014,2016,3,TOT,NFL,12,0,46,33,374,11.33,0,31.2,71.70%,8.13
720,Olanda Truitt,1993,1997,5,TOT,NFL,46,2,56,22,374,17,3,8.1,39.30%,6.68
721,Iheanyi Uwaezuoke,1996,2000,5,TOT,NFL,60,2,55,29,374,12.9,1,6.2,52.70%,6.8
722,Sammy Martin,1989,1991,3,TOT,NFL,32,1,,22,373,16.95,1,11.7,,
723,Clyde Gates,2011,2013,3,TOT,NFL,32,4,57,30,365,12.17,0,11.4,52.60%,6.4
724,Chris Horn,2004,2005,2,KAN,NFL,28,3,58,33,365,11.06,1,13,56.90%,6.29
725,Malcolm Kelly,2008,2009,2,WAS,NFL,21,10,52,28,365,13.04,0,17.4,53.80%,7.02
726,Kevin Alexander,1996,1997,2,NYG,NFL,18,8,59,22,364,16.55,1,20.2,37.30%,6.17
727,Na Brown,1999,2001,3,PHI,NFL,42,9,72,34,363,10.68,2,8.6,47.20%,5.04
728,Jamie Holland,1989,1992,4,TOT,NFL,52,9,4,28,363,12.96,0,7,,
729,Wane McGarity,1999,2001,3,TOT,NFL,31,2,80,39,363,9.31,1,11.7,48.80%,4.54
730,Mike Quick,1989,1990,2,PHI,NFL,10,9,,22,363,16.5,3,36.3,,
731,Roell Preston,1995,1999,5,TOT,NFL,53,2,43,30,360,12,2,6.8,69.80%,8.37
732,Terry Greer,1989,1990,2,TOT,NFL,26,9,,21,358,17.05,3,13.8,,
733,Eric Weems,2007,2017,11,TOT,NFL,151,7,47,39,358,9.18,4,2.4,83.00%,7.62
734,Blair White,2010,2011,2,CLT,NFL,20,4,57,36,355,9.86,5,17.8,63.20%,6.23
735,Clarence Moore,2004,2006,3,RAV,NFL,29,8,83,29,353,12.17,5,12.2,34.90%,4.25
736,Rico Smith,1992,1995,4,CLE,NFL,29,8,62,24,353,14.71,1,12.2,38.70%,5.69
737,Malcolm Floyd,1994,1997,4,TOT,NFL,49,1,53,26,351,13.5,2,7.2,49.10%,6.62
738,Mack Hollins,2017,2019,3,PHI,NFL,20,1,39,26,351,13.5,1,17.6,66.70%,9
739,Terry Obee,1991,1993,3,TOT,NFL,17,5,46,26,351,13.5,3,20.6,,
740,Jordan Taylor,2016,2017,2,DEN,NFL,26,2,45,29,351,12.1,2,13.5,64.40%,7.8
741,LaVon Brazill,2012,2013,2,CLT,NFL,25,0,51,23,347,15.09,3,13.9,45.10%,6.8
742,Alfredo Roberts,1989,1992,4,TOT,NFL,64,29,7,38,346,9.11,2,5.4,,
743,Courtney Roby,2005,2014,10,TOT,NFL,92,6,55,26,343,13.19,1,3.7,47.30%,6.24
744,David Clowney,2008,2010,3,TOT,NFL,28,3,40,22,341,15.5,1,12.2,55.00%,8.53
745,James Pruitt,1989,1991,3,TOT,NFL,27,3,,20,336,16.8,4,12.4,,
746,Aaron Moorehead,2003,2007,5,CLT,NFL,36,2,62,31,330,10.65,1,9.2,50.00%,5.32
747,Jaelen Strong,2015,2017,3,TOT,NFL,20,3,52,31,330,10.65,4,16.5,59.60%,6.35
748,Equanimeous St. Brown,2018,2018,1,GNB,NFL,12,7,36,21,328,15.62,0,27.3,58.30%,9.11
749,Andre King,2001,2004,4,CLE,NFL,42,3,45,30,327,10.9,0,7.8,66.70%,7.27
750,Ron Lewis,1990,1994,5,TOT,NFL,34,5,43,27,325,12.04,0,9.6,,
751,Marc Mariani,2010,2016,7,TOT,NFL,70,5,47,27,324,12,0,4.6,57.40%,6.89
752,Ryan Switzer,2017,2019,3,TOT,NFL,36,1,61,49,323,6.59,1,9,80.30%,5.3
753,Craig Yeast,1999,2001,3,TOT,NFL,35,7,59,27,321,11.89,0,9.2,45.80%,5.44
754,DaeSean Hamilton,2018,2019,2,DEN,NFL,18,5,60,37,320,8.65,2,17.8,61.70%,5.33
755,Daniel Brown,2015,2019,5,TOT,NFL,45,7,51,35,317,9.06,1,7,68.60%,6.22
756,Tim Patrick,2018,2019,2,DEN,NFL,17,4,41,23,315,13.7,1,18.5,56.10%,7.68
757,Michael Campanaro,2014,2017,4,RAV,NFL,24,0,43,31,310,10,2,12.9,72.10%,7.21
758,Cortez Hankton,2003,2006,4,JAX,NFL,46,1,67,34,310,9.12,2,6.7,50.70%,4.63
759,Denard Robinson,2013,2016,4,JAX,NFL,55,13,67,47,310,6.6,0,5.6,70.10%,4.63
760,Kevin Swayne,2001,2003,3,NYJ,NFL,45,2,58,20,310,15.5,1,6.9,34.50%,5.34
761,Kitrick Taylor,1989,1993,5,TOT,NFL,31,0,6,27,309,11.44,1,10,,
762,David Kircus,2003,2006,4,TOT,NFL,28,2,49,15,308,20.53,1,11,30.60%,6.29
763,Keke Coutee,2018,2019,2,HTX,NFL,9,4,48,31,305,9.84,1,33.9,64.60%,6.35
